customer,treatment,converted,purchase,age,gender
78956,no,FALSE,0,33,F
47764,no,FALSE,0,32,M
44826,no,FALSE,0,28,M
96478,no,FALSE,0,30,M
12747,no,FALSE,0,28,F
66137,no,FALSE,0,28,M
54858,no,TRUE,20.36,28,F
61441,no,FALSE,0,25,F
88911,no,FALSE,0,29,F
85935,no,FALSE,0,29,M
67222,no,FALSE,0,29,M
77088,no,FALSE,0,31,M
37364,no,FALSE,0,30,M
86140,no,FALSE,0,28,M
97937,no,FALSE,0,30,F
29926,no,FALSE,0,31,F
20215,no,FALSE,0,30,F
12881,no,FALSE,0,29,M
14014,no,TRUE,28.18,28,F
37912,no,FALSE,0,30,M
39464,no,FALSE,0,27,M
19173,no,TRUE,15.08,30,F
17656,no,TRUE,12.21,27,M
41350,no,FALSE,0,28,M
78552,no,FALSE,0,32,M
93191,no,FALSE,0,29,F
52154,no,FALSE,0,27,F
75994,no,FALSE,0,25,F
20043,no,FALSE,0,29,F
24665,no,FALSE,0,31,F
36225,no,FALSE,0,29,F
64370,no,FALSE,0,30,M
82667,no,TRUE,22.94,30,F
48919,no,FALSE,0,30,F
29359,no,FALSE,0,30,F
32343,no,FALSE,0,26,M
52038,no,FALSE,0,30,F
93835,no,FALSE,0,32,F
61952,no,FALSE,0,28,F
96413,no,FALSE,0,32,F
46384,no,FALSE,0,29,F
84074,no,FALSE,0,27,M
46670,no,FALSE,0,27,F
39342,no,TRUE,22.34,28,F
57158,no,FALSE,0,30,M
44161,no,FALSE,0,28,M
80507,no,FALSE,0,26,M
76395,no,FALSE,0,29,M
75052,no,FALSE,0,30,M
93652,no,FALSE,0,28,M
91489,no,FALSE,0,29,F
86876,no,FALSE,0,28,F
34242,no,FALSE,0,30,M
84440,no,FALSE,0,28,F
46828,no,FALSE,0,26,M
51217,no,FALSE,0,32,M
77498,no,FALSE,0,28,F
33293,no,FALSE,0,28,F
86804,no,FALSE,0,28,M
37102,no,TRUE,16.28,27,F
93354,no,FALSE,0,31,M
11922,no,FALSE,0,29,M
41465,no,FALSE,0,28,M
15177,no,FALSE,0,28,F
18481,no,TRUE,25.67,29,M
59617,no,FALSE,0,27,F
88637,no,FALSE,0,30,F
57694,no,FALSE,0,28,M
58774,no,TRUE,23.34,28,M
71448,no,FALSE,0,27,F
53288,no,FALSE,0,25,F
91546,no,FALSE,0,30,M
22635,no,FALSE,0,30,M
30546,no,FALSE,0,31,F
79339,no,FALSE,0,30,F
47246,no,TRUE,19.49,29,F
47014,no,FALSE,0,29,M
63718,no,FALSE,0,27,M
47207,no,FALSE,0,31,F
28875,no,FALSE,0,28,M
27016,no,FALSE,0,26,F
36565,no,FALSE,0,27,F
72505,no,FALSE,0,28,F
84639,no,FALSE,0,28,M
49263,no,FALSE,0,33,F
70224,no,TRUE,20.42,32,F
99810,no,FALSE,0,30,M
23762,no,FALSE,0,31,M
89125,no,FALSE,0,31,M
25827,no,FALSE,0,30,F
14749,no,FALSE,0,30,M
28806,no,TRUE,17.78,25,F
51608,no,FALSE,0,29,F
23796,no,TRUE,19.99,29,F
66766,no,FALSE,0,27,F
18847,no,FALSE,0,30,F
48946,no,FALSE,0,31,M
60211,no,FALSE,0,30,M
22790,no,FALSE,0,30,M
17195,no,FALSE,0,34,F
35244,no,FALSE,0,30,F
68155,no,FALSE,0,27,F
74796,no,FALSE,0,30,M
85868,no,FALSE,0,28,M
45532,no,FALSE,0,33,M
75462,no,FALSE,0,30,M
62571,no,TRUE,23.32,31,M
12646,no,FALSE,0,30,F
90351,no,FALSE,0,33,M
44795,no,FALSE,0,31,M
93726,no,FALSE,0,29,M
48581,no,FALSE,0,28,F
78361,no,FALSE,0,29,M
95928,no,FALSE,0,26,F
31085,no,FALSE,0,26,M
28303,no,FALSE,0,31,M
12760,no,FALSE,0,32,M
57650,no,TRUE,6.81,28,M
10075,no,FALSE,0,27,M
66752,no,FALSE,0,28,M
26028,no,FALSE,0,29,F
47852,no,FALSE,0,30,M
50301,no,FALSE,0,34,M
85132,no,FALSE,0,30,F
14296,no,FALSE,0,27,F
71428,no,FALSE,0,30,F
73753,no,FALSE,0,29,M
57528,no,FALSE,0,30,F
47105,no,FALSE,0,29,F
50837,no,FALSE,0,29,M
65887,no,FALSE,0,31,F
93617,no,FALSE,0,29,F
44489,no,FALSE,0,28,M
65581,no,FALSE,0,27,F
29878,no,TRUE,16.19,29,F
47293,no,FALSE,0,29,F
41858,no,TRUE,14.04,26,F
84481,no,FALSE,0,29,M
16528,no,FALSE,0,31,M
99520,no,FALSE,0,28,F
25523,no,FALSE,0,29,F
17052,no,FALSE,0,28,M
92254,no,FALSE,0,29,M
12221,no,FALSE,0,30,F
97670,no,FALSE,0,29,M
98939,no,FALSE,0,31,M
30994,no,FALSE,0,31,F
50458,no,FALSE,0,30,M
21165,no,FALSE,0,27,F
45045,no,FALSE,0,29,F
26321,no,FALSE,0,32,M
52610,no,FALSE,0,25,M
49154,no,FALSE,0,26,F
75853,no,FALSE,0,26,F
11626,no,TRUE,13.1,25,F
63390,no,FALSE,0,25,F
42034,no,FALSE,0,29,M
85937,no,FALSE,0,32,M
38612,no,FALSE,0,32,M
29585,no,FALSE,0,30,F
21734,no,FALSE,0,31,F
87588,no,FALSE,0,34,F
63970,no,FALSE,0,32,F
50132,no,FALSE,0,27,M
33247,no,FALSE,0,31,M
14967,no,FALSE,0,29,M
87871,no,FALSE,0,31,M
66985,no,FALSE,0,27,M
90930,no,FALSE,0,31,M
54446,no,FALSE,0,27,F
34727,no,FALSE,0,31,F
62550,no,FALSE,0,28,F
40540,no,FALSE,0,27,F
25545,no,FALSE,0,27,F
90652,no,FALSE,0,27,M
59688,no,FALSE,0,28,F
72132,no,FALSE,0,28,M
20549,no,TRUE,21.04,29,M
96014,no,FALSE,0,29,F
97575,no,FALSE,0,26,M
71117,no,FALSE,0,31,F
82046,no,FALSE,0,31,M
38534,no,FALSE,0,32,M
29684,no,FALSE,0,30,F
66470,no,FALSE,0,28,M
50158,no,FALSE,0,30,M
42660,no,FALSE,0,32,F
59407,no,TRUE,16.47,30,F
38998,no,FALSE,0,27,F
27710,no,FALSE,0,29,F
83170,no,FALSE,0,30,M
57504,no,FALSE,0,28,M
17788,no,FALSE,0,25,F
22446,no,TRUE,17.9,29,F
84555,no,FALSE,0,30,M
14297,no,TRUE,26.06,29,M
35947,no,FALSE,0,28,M
57533,no,FALSE,0,29,F
75504,no,FALSE,0,28,M
82883,no,FALSE,0,31,F
78702,no,FALSE,0,29,M
10755,no,FALSE,0,29,M
23156,no,FALSE,0,28,M
38675,no,FALSE,0,31,F
74749,no,FALSE,0,29,M
90649,no,FALSE,0,30,M
24599,no,FALSE,0,28,F
37524,no,FALSE,0,28,M
34933,no,FALSE,0,29,F
88081,no,FALSE,0,27,M
10886,no,TRUE,15.58,33,M
38359,no,FALSE,0,30,M
10913,no,FALSE,0,30,F
24404,no,FALSE,0,30,F
55532,no,TRUE,20.18,27,F
91920,no,FALSE,0,27,F
90733,no,FALSE,0,30,M
46233,no,FALSE,0,29,M
93711,no,FALSE,0,29,F
73966,no,FALSE,0,29,M
15798,no,FALSE,0,28,M
30873,no,FALSE,0,31,M
94188,no,FALSE,0,30,M
30473,no,FALSE,0,27,M
24477,no,FALSE,0,28,M
20942,no,FALSE,0,33,F
11788,no,FALSE,0,30,F
33505,no,FALSE,0,29,M
42637,no,FALSE,0,27,M
15482,no,FALSE,0,30,M
82382,no,TRUE,16.96,27,F
51124,no,FALSE,0,29,M
32848,no,FALSE,0,27,F
68126,no,TRUE,18.06,29,F
48853,no,TRUE,13.63,30,M
14960,no,FALSE,0,28,F
87223,no,FALSE,0,29,M
94795,no,FALSE,0,29,F
83716,no,FALSE,0,28,M
13003,no,FALSE,0,29,M
18389,no,FALSE,0,27,F
40773,no,FALSE,0,27,F
57867,no,FALSE,0,24,F
74789,no,FALSE,0,32,M
98177,no,FALSE,0,29,F
25016,no,FALSE,0,28,F
77100,no,FALSE,0,27,F
60107,no,FALSE,0,28,F
87783,no,TRUE,13.02,28,M
43036,no,FALSE,0,28,F
68459,no,FALSE,0,32,M
92411,no,FALSE,0,28,M
62242,no,FALSE,0,28,F
64334,no,FALSE,0,28,M
71594,no,TRUE,18.25,28,M
82069,no,FALSE,0,29,M
57331,no,FALSE,0,30,F
35081,no,FALSE,0,26,M
68011,no,FALSE,0,29,M
61395,no,FALSE,0,30,M
12436,no,TRUE,20.12,28,F
36218,no,FALSE,0,27,M
28770,no,FALSE,0,27,F
53024,no,TRUE,14.86,28,M
51512,no,TRUE,17.14,27,F
28670,no,FALSE,0,28,F
31555,no,FALSE,0,29,M
12314,no,FALSE,0,30,M
49112,no,TRUE,22.3,32,M
80994,no,FALSE,0,29,M
67333,no,FALSE,0,28,F
65240,no,TRUE,20.21,29,M
52774,no,TRUE,10.22,28,F
87840,no,FALSE,0,31,M
81111,no,FALSE,0,28,F
50331,no,FALSE,0,29,F
14175,no,FALSE,0,26,M
67246,no,FALSE,0,28,F
71972,no,FALSE,0,32,F
82731,no,FALSE,0,28,M
30569,no,FALSE,0,32,F
61113,no,FALSE,0,33,M
88456,no,FALSE,0,24,F
39277,no,FALSE,0,29,F
49403,no,FALSE,0,27,M
63041,no,FALSE,0,30,F
10351,no,FALSE,0,30,M
75919,no,FALSE,0,28,F
61259,no,FALSE,0,32,M
34162,no,FALSE,0,30,M
50817,no,FALSE,0,32,F
42762,no,FALSE,0,31,M
71327,no,FALSE,0,26,F
11190,no,FALSE,0,28,M
32659,no,FALSE,0,31,M
69554,no,FALSE,0,30,M
49395,no,FALSE,0,28,F
92242,no,FALSE,0,26,F
40932,no,FALSE,0,27,F
27831,no,FALSE,0,27,M
50196,no,FALSE,0,27,M
14587,no,FALSE,0,31,M
12303,no,FALSE,0,29,F
31770,no,TRUE,14.97,30,M
43441,no,FALSE,0,27,F
78812,no,FALSE,0,31,M
49149,no,TRUE,9.91,25,F
55173,no,FALSE,0,29,M
40535,no,FALSE,0,30,F
39443,no,FALSE,0,24,M
75838,no,FALSE,0,30,M
66986,no,FALSE,0,32,M
67776,no,FALSE,0,28,M
67765,no,FALSE,0,30,F
42816,no,FALSE,0,29,F
89172,no,FALSE,0,30,F
30695,no,FALSE,0,34,F
96159,no,FALSE,0,32,F
61050,no,FALSE,0,28,F
41565,no,FALSE,0,33,F
60877,no,FALSE,0,26,F
11002,no,FALSE,0,29,M
90925,no,FALSE,0,28,M
94908,no,FALSE,0,29,F
80211,no,FALSE,0,32,M
47983,no,FALSE,0,27,F
97508,no,FALSE,0,30,F
66784,no,FALSE,0,27,M
24631,no,FALSE,0,26,F
68084,no,FALSE,0,28,F
63546,no,FALSE,0,28,F
34225,no,FALSE,0,28,M
19007,no,FALSE,0,27,M
98319,no,FALSE,0,28,M
84883,no,FALSE,0,27,M
91625,no,TRUE,12.35,29,F
61416,no,FALSE,0,28,F
35680,no,FALSE,0,26,F
49459,no,FALSE,0,33,F
74934,no,FALSE,0,28,M
58186,no,FALSE,0,31,F
46572,no,FALSE,0,33,M
64046,no,FALSE,0,29,M
27954,no,FALSE,0,30,F
67136,no,FALSE,0,29,F
46090,no,FALSE,0,30,F
50268,no,FALSE,0,29,M
51193,no,FALSE,0,28,F
15391,no,TRUE,21.1,27,F
55029,no,FALSE,0,26,F
19562,no,FALSE,0,27,F
42709,no,FALSE,0,31,M
34789,no,FALSE,0,29,M
80404,no,FALSE,0,29,F
38649,no,FALSE,0,25,M
12472,no,FALSE,0,31,M
86084,no,FALSE,0,31,F
62817,no,FALSE,0,30,M
28936,no,FALSE,0,29,F
53800,no,FALSE,0,30,F
92421,no,FALSE,0,32,M
60035,no,FALSE,0,30,M
93097,no,FALSE,0,29,M
41071,no,FALSE,0,29,F
60813,no,FALSE,0,30,F
20173,no,FALSE,0,28,F
26020,no,FALSE,0,28,M
23938,no,FALSE,0,29,M
99104,no,FALSE,0,27,M
78445,no,FALSE,0,31,M
67538,no,FALSE,0,29,M
45543,no,FALSE,0,26,F
52458,no,FALSE,0,27,M
96614,no,FALSE,0,28,F
22333,no,FALSE,0,25,F
40091,no,FALSE,0,31,F
23447,no,TRUE,24.53,27,M
19045,no,FALSE,0,30,F
91996,no,FALSE,0,29,M
20846,no,FALSE,0,32,M
85795,no,FALSE,0,31,F
68551,no,FALSE,0,28,M
19470,no,FALSE,0,28,F
43713,no,FALSE,0,30,M
13648,no,FALSE,0,31,M
90074,no,FALSE,0,30,M
27520,no,FALSE,0,30,F
22529,no,FALSE,0,27,M
25885,no,FALSE,0,30,M
75767,no,FALSE,0,26,F
22892,no,FALSE,0,27,M
91968,no,FALSE,0,27,M
47855,no,FALSE,0,28,M
24609,no,FALSE,0,28,F
58267,no,FALSE,0,30,M
72338,no,FALSE,0,30,M
58813,no,FALSE,0,30,M
86990,no,FALSE,0,29,M
88627,no,FALSE,0,32,F
41388,no,FALSE,0,29,F
99790,no,FALSE,0,29,M
86201,no,FALSE,0,32,M
83909,no,FALSE,0,27,M
65790,no,FALSE,0,30,F
64815,no,FALSE,0,24,F
10673,no,TRUE,22.53,29,M
27673,no,FALSE,0,28,M
71188,no,FALSE,0,25,F
69856,no,FALSE,0,29,F
36233,no,TRUE,13.5,26,M
35854,no,FALSE,0,28,F
78746,no,FALSE,0,27,M
17102,no,FALSE,0,30,F
96200,no,FALSE,0,30,F
95278,no,FALSE,0,28,M
11761,no,FALSE,0,30,F
37250,no,FALSE,0,28,F
79960,no,FALSE,0,25,M
98697,no,FALSE,0,29,F
73161,no,FALSE,0,31,F
23343,no,FALSE,0,31,F
93955,no,FALSE,0,28,M
89942,no,FALSE,0,25,M
11606,no,FALSE,0,28,M
53390,no,FALSE,0,26,F
24302,no,FALSE,0,28,F
77146,no,FALSE,0,30,M
71033,no,FALSE,0,29,M
19812,no,FALSE,0,31,M
87390,no,FALSE,0,32,F
78806,no,TRUE,15.45,30,M
82041,no,FALSE,0,29,M
56338,no,FALSE,0,30,F
20556,no,FALSE,0,26,M
29806,no,FALSE,0,27,M
83690,no,FALSE,0,26,M
56128,no,FALSE,0,32,F
75307,no,FALSE,0,27,F
38622,no,TRUE,21.76,30,M
37954,no,FALSE,0,30,M
13301,no,TRUE,12.89,29,F
65208,no,FALSE,0,29,F
61896,no,FALSE,0,29,F
11846,no,FALSE,0,30,M
21275,no,FALSE,0,29,F
70971,no,FALSE,0,31,F
18411,no,FALSE,0,28,M
56970,no,TRUE,17.27,30,F
76736,no,FALSE,0,25,M
56354,no,FALSE,0,27,M
28534,no,FALSE,0,28,M
17110,no,FALSE,0,30,M
82299,no,FALSE,0,28,F
51938,no,FALSE,0,28,F
95559,no,FALSE,0,28,M
13365,no,FALSE,0,29,M
76983,no,TRUE,32.81,29,F
97077,no,FALSE,0,27,F
22082,no,FALSE,0,28,F
66285,no,FALSE,0,31,F
52480,no,FALSE,0,29,M
91622,no,FALSE,0,31,M
52867,no,FALSE,0,30,M
73520,no,FALSE,0,31,F
61185,no,FALSE,0,29,F
28969,no,FALSE,0,24,F
74686,no,FALSE,0,28,M
59956,no,FALSE,0,31,F
91018,no,FALSE,0,26,M
32311,no,FALSE,0,28,M
74352,no,FALSE,0,34,M
83795,no,FALSE,0,30,F
76843,no,FALSE,0,27,M
92486,no,FALSE,0,30,F
30438,no,FALSE,0,29,F
77537,no,FALSE,0,29,F
39707,no,FALSE,0,27,M
13287,no,TRUE,27,32,F
21158,no,FALSE,0,31,M
82777,no,FALSE,0,30,F
37643,no,FALSE,0,31,M
91146,no,FALSE,0,29,F
67435,no,FALSE,0,29,F
50702,no,TRUE,22.04,31,M
22466,no,FALSE,0,30,M
96871,no,FALSE,0,32,M
75863,no,FALSE,0,28,M
53473,no,FALSE,0,32,F
48460,no,FALSE,0,31,F
44621,no,FALSE,0,27,F
55775,no,FALSE,0,29,M
25126,no,FALSE,0,29,F
15189,no,FALSE,0,31,F
23834,no,FALSE,0,28,M
56987,no,FALSE,0,29,F
14797,no,FALSE,0,28,F
70388,no,FALSE,0,32,F
20246,no,FALSE,0,31,M
80344,no,FALSE,0,31,F
33947,no,FALSE,0,29,F
63979,no,FALSE,0,32,M
57839,no,FALSE,0,29,M
14342,no,FALSE,0,32,F
91106,no,FALSE,0,28,F
37681,no,FALSE,0,28,M
56775,no,FALSE,0,30,F
68699,no,FALSE,0,28,F
92761,no,FALSE,0,26,M
53535,no,TRUE,19.32,29,M
36817,no,FALSE,0,29,M
40855,no,FALSE,0,29,M
26224,no,FALSE,0,32,F
40551,no,FALSE,0,29,M
10527,no,FALSE,0,26,M
84685,no,FALSE,0,29,F
10662,no,FALSE,0,30,M
75227,no,FALSE,0,29,F
69055,no,FALSE,0,28,M
70042,no,FALSE,0,29,M
96010,no,FALSE,0,32,F
40480,no,TRUE,18.6,27,F
76328,no,FALSE,0,30,M
99901,no,FALSE,0,27,M
38475,no,FALSE,0,31,F
32231,no,FALSE,0,27,F
42488,no,TRUE,15.77,29,M
65438,no,FALSE,0,29,F
35604,no,FALSE,0,30,F
54287,no,FALSE,0,29,M
26006,no,FALSE,0,27,M
13801,no,FALSE,0,29,M
64614,no,FALSE,0,29,F
13631,no,FALSE,0,31,M
48025,no,FALSE,0,32,F
97835,no,FALSE,0,27,M
74747,no,FALSE,0,31,M
26647,no,FALSE,0,32,M
39531,no,FALSE,0,29,F
49727,no,FALSE,0,28,F
88589,no,FALSE,0,27,F
32252,no,FALSE,0,29,M
16501,no,FALSE,0,28,M
13102,no,FALSE,0,27,M
21371,no,FALSE,0,26,F
48556,no,FALSE,0,29,F
42410,no,FALSE,0,31,M
21079,no,FALSE,0,30,M
30991,no,FALSE,0,27,F
30315,no,FALSE,0,30,F
