"customer_id","plan","subscription_start_date","subscription_duration","subscription_end_date","subscription_fee","purchase_date","purchase_amount","total_revenue"
20996,"free",2022-05-19,0,NA,0,NA,0,0
12301,"paid",2022-01-08,10,2022-11-08,69.9,2022-03-27,39.5,109.4
18501,"free",2022-07-20,0,NA,0,NA,0,0
6134,"free",2022-06-09,0,NA,0,NA,0,0
755,"free",2022-06-08,0,NA,0,NA,0,0
6553,"paid",2022-04-15,10,2023-02-15,69.9,NA,0,69.9
21812,"free",2022-03-14,0,NA,0,NA,0,0
29785,"free",2022-09-11,0,NA,0,NA,0,0
25582,"free",2022-06-08,0,NA,0,NA,0,0
27161,"free",2022-09-19,0,NA,0,NA,0,0
7127,"free",2022-09-08,0,NA,0,NA,0,0
26915,"free",2022-06-05,0,NA,0,NA,0,0
9640,"free",2022-05-01,0,NA,0,NA,0,0
28528,"paid",2022-08-21,11,2023-07-21,76.89,NA,0,76.89
19742,"free",2022-05-08,0,NA,0,NA,0,0
3980,"free",2022-08-21,0,NA,0,NA,0,0
29343,"free",2022-10-24,0,NA,0,NA,0,0
14457,"free",2022-06-30,0,NA,0,NA,0,0
9326,"free",2022-04-01,0,NA,0,NA,0,0
3230,"paid",2022-02-13,10,2022-12-13,69.9,NA,0,69.9
29760,"paid",2022-04-10,6,2022-10-10,41.94,NA,0,41.94
5603,"free",2022-12-07,0,NA,0,NA,0,0
26510,"free",2022-02-06,0,NA,0,NA,0,0
9693,"free",2022-06-13,0,NA,0,NA,0,0
20960,"free",2022-04-09,0,NA,0,NA,0,0
20167,"free",2022-04-19,0,NA,0,NA,0,0
14403,"free",2022-04-12,0,NA,0,NA,0,0
24215,"free",2022-12-28,0,NA,0,NA,0,0
10106,"free",2022-10-03,0,NA,0,NA,0,0
5967,"free",2022-05-27,0,NA,0,NA,0,0
9301,"paid",2022-10-06,9,2023-07-06,62.91,2022-11-02,22.48,85.39
12453,"paid",2022-07-31,11,2023-06-30,76.89,NA,0,76.89
7816,"paid",2022-12-07,12,2023-12-07,83.88,NA,0,83.88
25651,"free",2022-07-06,0,NA,0,NA,0,0
11338,"free",2022-05-15,0,NA,0,NA,0,0
15538,"free",2022-12-30,0,NA,0,NA,0,0
1386,"free",2022-09-06,0,NA,0,NA,0,0
10476,"free",2022-03-31,0,NA,0,NA,0,0
21090,"free",2022-09-30,0,NA,0,NA,0,0
18762,"free",2022-07-18,0,NA,0,NA,0,0
28799,"free",2022-05-25,0,NA,0,NA,0,0
20428,"free",2022-06-28,0,NA,0,NA,0,0
26836,"free",2022-12-20,0,NA,0,NA,0,0
686,"paid",2022-01-08,2,2022-03-08,13.98,NA,0,13.98
12049,"paid",2022-12-11,1,2023-01-11,6.99,NA,0,6.99
22462,"free",2022-10-05,0,NA,0,NA,0,0
15150,"free",2022-01-24,0,NA,0,NA,0,0
15670,"paid",2022-09-07,2,2022-11-07,13.98,NA,0,13.98
5027,"free",2022-09-05,0,NA,0,NA,0,0
16104,"free",2022-12-24,0,NA,0,NA,0,0
15214,"free",2022-05-06,0,NA,0,NA,0,0
22771,"paid",2022-08-12,4,2022-12-12,27.96,NA,0,27.96
25423,"free",2022-01-05,0,NA,0,NA,0,0
16152,"free",2022-08-14,0,NA,0,NA,0,0
7281,"free",2022-12-15,0,NA,0,NA,0,0
25559,"free",2022-02-04,0,NA,0,NA,0,0
4715,"paid",2022-11-09,1,2022-12-09,6.99,2022-12-13,26.03,33.02
14215,"free",2022-01-01,0,NA,0,NA,0,0
29149,"free",2022-12-31,0,NA,0,NA,0,0
14287,"paid",2022-03-13,6,2022-09-13,41.94,NA,0,41.94
151,"paid",2022-03-26,6,2022-09-26,41.94,NA,0,41.94
23194,"free",2022-02-02,0,NA,0,NA,0,0
9830,"free",2022-10-25,0,NA,0,NA,0,0
24558,"free",2022-06-09,0,NA,0,NA,0,0
23295,"free",2022-04-17,0,NA,0,NA,0,0
2208,"free",2022-07-14,0,NA,0,NA,0,0
15751,"free",2022-02-07,0,NA,0,NA,0,0
14491,"free",2022-06-17,0,NA,0,NA,0,0
27050,"paid",2022-10-11,3,2023-01-11,20.97,NA,0,20.97
17413,"paid",2022-11-12,5,2023-04-12,34.95,2022-04-16,17.55,52.5
8518,"free",2022-09-12,0,NA,0,NA,0,0
12048,"paid",2022-06-18,1,2022-07-18,6.99,NA,0,6.99
23832,"paid",2022-06-11,5,2022-11-11,34.95,NA,0,34.95
16160,"free",2022-03-05,0,NA,0,NA,0,0
11029,"paid",2022-01-26,10,2022-11-26,69.9,2022-07-14,15.1,85
7735,"free",2022-03-11,0,NA,0,NA,0,0
24395,"free",2022-12-09,0,NA,0,NA,0,0
1956,"free",2022-01-26,0,NA,0,NA,0,0
24556,"free",2022-09-17,0,NA,0,NA,0,0
5358,"free",2022-03-08,0,NA,0,NA,0,0
22268,"free",2022-09-25,0,NA,0,NA,0,0
20477,"free",2022-03-10,0,NA,0,NA,0,0
13651,"free",2022-01-09,0,NA,0,NA,0,0
17369,"free",2022-12-29,0,NA,0,NA,0,0
6183,"free",2022-01-20,0,NA,0,NA,0,0
17370,"free",2022-06-28,0,NA,0,NA,0,0
4233,"paid",2022-10-09,10,2023-08-09,69.9,2022-06-21,34.65,104.55
27079,"free",2022-04-11,0,NA,0,NA,0,0
26338,"free",2022-08-04,0,NA,0,NA,0,0
17968,"free",2022-11-02,0,NA,0,NA,0,0
21069,"free",2022-10-01,0,NA,0,NA,0,0
7864,"free",2022-06-21,0,NA,0,NA,0,0
28660,"free",2022-05-20,0,NA,0,NA,0,0
26663,"free",2022-01-09,0,NA,0,NA,0,0
10436,"paid",2022-06-15,12,2023-06-15,83.88,NA,0,83.88
9985,"free",2022-02-17,0,NA,0,NA,0,0
4776,"paid",2022-06-23,2,2022-08-23,13.98,NA,0,13.98
15646,"paid",2022-06-03,9,2023-03-03,62.91,NA,0,62.91
6644,"free",2022-03-24,0,NA,0,NA,0,0
985,"free",2022-06-26,0,NA,0,NA,0,0
26384,"free",2022-02-25,0,NA,0,NA,0,0
24920,"free",2022-02-05,0,NA,0,NA,0,0
23862,"paid",2022-09-07,3,2022-12-07,20.97,NA,0,20.97
18891,"free",2022-12-02,0,NA,0,NA,0,0
11184,"free",2022-09-09,0,NA,0,NA,0,0
11284,"paid",2022-12-01,6,2023-06-01,41.94,2022-02-08,5.2,47.14
16579,"free",2022-01-26,0,NA,0,NA,0,0
14173,"free",2022-10-03,0,NA,0,NA,0,0
11428,"free",2022-06-22,0,NA,0,NA,0,0
3124,"free",2022-08-14,0,NA,0,NA,0,0
13164,"paid",2022-11-19,9,2023-08-19,62.91,NA,0,62.91
23062,"free",2022-02-21,0,NA,0,NA,0,0
26801,"free",2022-10-21,0,NA,0,NA,0,0
21034,"free",2022-03-14,0,NA,0,NA,0,0
27451,"free",2022-05-14,0,NA,0,NA,0,0
18516,"free",2022-12-23,0,NA,0,NA,0,0
14969,"free",2022-12-13,0,NA,0,NA,0,0
12215,"free",2022-08-07,0,NA,0,NA,0,0
3464,"paid",2022-09-04,6,2023-03-04,41.94,NA,0,41.94
25902,"free",2022-08-02,0,NA,0,NA,0,0
3949,"free",2022-08-18,0,NA,0,NA,0,0
12994,"free",2022-04-02,0,NA,0,NA,0,0
27243,"free",2022-10-26,0,NA,0,NA,0,0
7757,"free",2022-08-12,0,NA,0,NA,0,0
28078,"free",2022-02-09,0,NA,0,NA,0,0
2758,"paid",2022-12-06,6,2023-06-06,41.94,NA,0,41.94
3833,"free",2022-10-24,0,NA,0,NA,0,0
17096,"free",2022-12-29,0,NA,0,NA,0,0
26028,"free",2022-10-01,0,NA,0,NA,0,0
12960,"paid",2022-08-08,8,2023-04-08,55.92,NA,0,55.92
21754,"free",2022-03-24,0,NA,0,NA,0,0
10020,"free",2022-06-21,0,NA,0,NA,0,0
19885,"free",2022-08-09,0,NA,0,NA,0,0
3069,"free",2022-08-07,0,NA,0,NA,0,0
10638,"free",2022-11-06,0,NA,0,NA,0,0
11253,"free",2022-08-12,0,NA,0,NA,0,0
8720,"free",2022-09-01,0,NA,0,NA,0,0
20439,"paid",2022-07-23,3,2022-10-23,20.97,2022-02-24,38.02,58.99
14717,"free",2022-03-31,0,NA,0,NA,0,0
26145,"free",2022-05-25,0,NA,0,NA,0,0
14858,"free",2022-02-07,0,NA,0,NA,0,0
16857,"paid",2022-01-16,3,2022-04-16,20.97,NA,0,20.97
14536,"free",2022-11-22,0,NA,0,NA,0,0
6098,"paid",2022-06-16,7,2023-01-16,48.93,2022-02-21,46.34,95.27
17533,"free",2022-11-01,0,NA,0,NA,0,0
2037,"free",2022-07-28,0,NA,0,NA,0,0
18697,"free",2022-04-19,0,NA,0,NA,0,0
11015,"free",2022-09-28,0,NA,0,NA,0,0
26503,"paid",2022-10-03,10,2023-08-03,69.9,NA,0,69.9
24125,"paid",2022-11-20,11,2023-10-20,76.89,NA,0,76.89
27900,"paid",2022-08-12,5,2023-01-12,34.95,NA,0,34.95
25034,"paid",2022-07-09,1,2022-08-09,6.99,NA,0,6.99
11416,"free",2022-11-06,0,NA,0,NA,0,0
29503,"paid",2022-03-14,8,2022-11-14,55.92,NA,0,55.92
1078,"free",2022-01-17,0,NA,0,NA,0,0
5015,"paid",2022-07-23,10,2023-05-23,69.9,NA,0,69.9
22042,"free",2022-08-03,0,NA,0,NA,0,0
22763,"free",2022-06-13,0,NA,0,NA,0,0
1313,"free",2022-09-22,0,NA,0,NA,0,0
185,"free",2022-08-16,0,NA,0,NA,0,0
24317,"free",2022-01-12,0,NA,0,NA,0,0
413,"paid",2022-04-26,7,2022-11-26,48.93,NA,0,48.93
4723,"free",2022-08-26,0,NA,0,NA,0,0
10762,"free",2022-06-26,0,NA,0,NA,0,0
17717,"free",2022-06-06,0,NA,0,NA,0,0
15414,"free",2022-04-20,0,NA,0,NA,0,0
4875,"free",2022-06-15,0,NA,0,NA,0,0
9753,"free",2022-11-13,0,NA,0,NA,0,0
16948,"free",2022-10-27,0,NA,0,NA,0,0
8986,"free",2022-10-14,0,NA,0,NA,0,0
25991,"paid",2022-05-01,7,2022-12-01,48.93,NA,0,48.93
14745,"free",2022-08-01,0,NA,0,NA,0,0
3799,"paid",2022-07-01,4,2022-11-01,27.96,NA,0,27.96
25946,"free",2022-06-09,0,NA,0,NA,0,0
4256,"paid",2022-10-08,3,2023-01-08,20.97,NA,0,20.97
14804,"free",2022-04-02,0,NA,0,NA,0,0
3581,"free",2022-06-09,0,NA,0,NA,0,0
11160,"free",2022-10-28,0,NA,0,NA,0,0
19513,"free",2022-01-31,0,NA,0,NA,0,0
6601,"paid",2022-06-05,12,2023-06-05,83.88,2022-03-19,40.9,124.78
4713,"paid",2022-12-23,8,2023-08-23,55.92,NA,0,55.92
24933,"free",2022-12-22,0,NA,0,NA,0,0
16663,"free",2022-02-16,0,NA,0,NA,0,0
20750,"free",2022-05-24,0,NA,0,NA,0,0
6790,"paid",2022-12-18,11,2023-11-18,76.89,NA,0,76.89
6491,"free",2022-04-10,0,NA,0,NA,0,0
19585,"free",2022-07-15,0,NA,0,NA,0,0
18650,"free",2022-09-30,0,NA,0,NA,0,0
618,"free",2022-03-18,0,NA,0,NA,0,0
18289,"paid",2022-07-18,9,2023-04-18,62.91,NA,0,62.91
15034,"free",2022-03-14,0,NA,0,NA,0,0
8529,"free",2022-05-11,0,NA,0,NA,0,0
10266,"free",2022-04-27,0,NA,0,NA,0,0
539,"free",2022-03-16,0,NA,0,NA,0,0
29653,"free",2022-11-14,0,NA,0,NA,0,0
25532,"free",2022-11-15,0,NA,0,NA,0,0
13978,"free",2022-07-27,0,NA,0,NA,0,0
3625,"free",2022-11-27,0,NA,0,NA,0,0
23252,"free",2022-05-31,0,NA,0,NA,0,0
19846,"free",2022-11-07,0,NA,0,NA,0,0
22002,"paid",2022-08-24,7,2023-03-24,48.93,NA,0,48.93
15582,"free",2022-08-19,0,NA,0,NA,0,0
23199,"free",2022-05-03,0,NA,0,NA,0,0
23389,"paid",2022-07-14,6,2023-01-14,41.94,NA,0,41.94
23185,"free",2022-01-22,0,NA,0,NA,0,0
19392,"free",2022-11-11,0,NA,0,NA,0,0
9637,"free",2022-09-02,0,NA,0,NA,0,0
13369,"paid",2022-04-26,12,2023-04-26,83.88,NA,0,83.88
6804,"free",2022-06-24,0,NA,0,NA,0,0
2211,"paid",2022-04-14,12,2023-04-14,83.88,2022-03-09,19.42,103.3
2286,"free",2022-04-09,0,NA,0,NA,0,0
22177,"paid",2022-05-25,7,2022-12-25,48.93,NA,0,48.93
27202,"free",2022-05-05,0,NA,0,NA,0,0
7684,"paid",2022-03-03,2,2022-05-03,13.98,NA,0,13.98
29873,"free",2022-03-30,0,NA,0,NA,0,0
15585,"free",2022-10-27,0,NA,0,NA,0,0
21893,"free",2022-07-10,0,NA,0,NA,0,0
20597,"free",2022-04-22,0,NA,0,NA,0,0
12936,"free",2022-04-13,0,NA,0,NA,0,0
9271,"free",2022-11-19,0,NA,0,NA,0,0
9433,"free",2022-09-23,0,NA,0,NA,0,0
27181,"free",2022-11-14,0,NA,0,NA,0,0
7826,"free",2022-04-16,0,NA,0,NA,0,0
1706,"free",2022-06-05,0,NA,0,NA,0,0
14751,"free",2022-03-31,0,NA,0,NA,0,0
24263,"paid",2022-05-29,10,2023-03-29,69.9,NA,0,69.9
25449,"free",2022-07-23,0,NA,0,NA,0,0
15024,"free",2022-04-27,0,NA,0,NA,0,0
8081,"paid",2022-06-25,8,2023-02-25,55.92,NA,0,55.92
8949,"free",2022-02-24,0,NA,0,NA,0,0
988,"free",2022-08-27,0,NA,0,NA,0,0
10687,"free",2022-06-25,0,NA,0,NA,0,0
29951,"free",2022-11-23,0,NA,0,NA,0,0
11061,"free",2022-05-03,0,NA,0,NA,0,0
27455,"paid",2022-10-15,6,2023-04-15,41.94,NA,0,41.94
21191,"paid",2022-10-23,12,2023-10-23,83.88,NA,0,83.88
21972,"paid",2022-02-27,8,2022-10-27,55.92,NA,0,55.92
9426,"free",2022-01-30,0,NA,0,NA,0,0
12637,"free",2022-07-10,0,NA,0,NA,0,0
26001,"paid",2022-05-20,5,2022-10-20,34.95,NA,0,34.95
20193,"paid",2022-01-15,8,2022-09-15,55.92,NA,0,55.92
23810,"free",2022-08-04,0,NA,0,NA,0,0
18609,"free",2022-07-12,0,NA,0,NA,0,0
12674,"free",2022-06-30,0,NA,0,NA,0,0
1165,"free",2022-08-14,0,NA,0,NA,0,0
26648,"free",2022-10-12,0,NA,0,NA,0,0
27647,"free",2022-06-26,0,NA,0,NA,0,0
22467,"free",2022-01-25,0,NA,0,NA,0,0
24018,"free",2022-06-06,0,NA,0,NA,0,0
2213,"free",2022-04-16,0,NA,0,NA,0,0
17996,"free",2022-06-13,0,NA,0,NA,0,0
13689,"free",2022-09-30,0,NA,0,NA,0,0
20237,"free",2022-12-10,0,NA,0,NA,0,0
5565,"free",2022-09-25,0,NA,0,NA,0,0
17094,"paid",2022-07-21,10,2023-05-21,69.9,NA,0,69.9
24426,"paid",2022-10-01,8,2023-06-01,55.92,2022-01-30,26.33,82.25
17642,"free",2022-07-13,0,NA,0,NA,0,0
2470,"free",2022-06-04,0,NA,0,NA,0,0
27132,"paid",2022-10-13,4,2023-02-13,27.96,NA,0,27.96
12144,"free",2022-06-10,0,NA,0,NA,0,0
18496,"free",2022-07-13,0,NA,0,NA,0,0
6224,"free",2022-01-27,0,NA,0,NA,0,0
13795,"free",2022-02-15,0,NA,0,NA,0,0
19419,"free",2022-01-30,0,NA,0,NA,0,0
14811,"free",2022-11-19,0,NA,0,NA,0,0
18723,"free",2022-04-17,0,NA,0,NA,0,0
6909,"free",2022-01-05,0,NA,0,NA,0,0
15703,"free",2022-06-25,0,NA,0,NA,0,0
17731,"free",2022-08-04,0,NA,0,NA,0,0
6623,"free",2022-06-21,0,NA,0,NA,0,0
7728,"free",2022-03-12,0,NA,0,NA,0,0
8983,"paid",2022-01-23,2,2022-03-23,13.98,NA,0,13.98
26563,"free",2022-03-23,0,NA,0,NA,0,0
5001,"free",2022-08-26,0,NA,0,NA,0,0
25917,"free",2022-11-12,0,NA,0,NA,0,0
29479,"free",2022-11-07,0,NA,0,NA,0,0
13534,"free",2022-02-17,0,NA,0,NA,0,0
5407,"free",2022-06-10,0,NA,0,NA,0,0
22238,"free",2022-01-08,0,NA,0,NA,0,0
11849,"paid",2022-01-13,8,2022-09-13,55.92,NA,0,55.92
20772,"paid",2022-04-18,6,2022-10-18,41.94,NA,0,41.94
21730,"free",2022-10-31,0,NA,0,NA,0,0
14102,"free",2022-11-15,0,NA,0,NA,0,0
18092,"paid",2022-03-22,4,2022-07-22,27.96,NA,0,27.96
12585,"paid",2022-12-31,3,2023-03-31,20.97,NA,0,20.97
29532,"paid",2022-06-10,7,2023-01-10,48.93,NA,0,48.93
21085,"paid",2022-06-22,10,2023-04-22,69.9,2022-11-08,22.42,92.32
1835,"free",2022-01-01,0,NA,0,NA,0,0
3111,"free",2022-07-02,0,NA,0,NA,0,0
9453,"free",2022-07-31,0,NA,0,NA,0,0
6309,"free",2022-07-02,0,NA,0,NA,0,0
21099,"free",2022-10-22,0,NA,0,NA,0,0
25633,"free",2022-01-16,0,NA,0,NA,0,0
8275,"free",2022-09-17,0,NA,0,NA,0,0
19852,"free",2022-11-10,0,NA,0,NA,0,0
25442,"free",2022-02-14,0,NA,0,NA,0,0
10517,"free",2022-10-11,0,NA,0,NA,0,0
23761,"free",2022-02-25,0,NA,0,NA,0,0
4172,"paid",2022-09-26,1,2022-10-26,6.99,NA,0,6.99
21598,"free",2022-06-01,0,NA,0,NA,0,0
15390,"paid",2022-12-24,6,2023-06-24,41.94,2022-10-11,47.82,89.76
7385,"paid",2022-09-03,3,2022-12-03,20.97,NA,0,20.97
7090,"free",2022-06-18,0,NA,0,NA,0,0
6518,"free",2022-05-22,0,NA,0,NA,0,0
10563,"free",2022-12-20,0,NA,0,NA,0,0
18547,"paid",2022-09-02,5,2023-02-02,34.95,NA,0,34.95
5497,"free",2022-10-19,0,NA,0,NA,0,0
15186,"free",2022-08-30,0,NA,0,NA,0,0
10848,"free",2022-04-26,0,NA,0,NA,0,0
24017,"free",2022-08-25,0,NA,0,NA,0,0
13670,"free",2022-02-27,0,NA,0,NA,0,0
17066,"free",2022-07-23,0,NA,0,NA,0,0
29900,"free",2022-01-15,0,NA,0,NA,0,0
23466,"free",2022-06-02,0,NA,0,NA,0,0
11360,"free",2022-04-27,0,NA,0,NA,0,0
1562,"free",2022-04-30,0,NA,0,NA,0,0
22925,"paid",2022-02-15,6,2022-08-15,41.94,NA,0,41.94
15764,"paid",2022-03-18,4,2022-07-18,27.96,2022-06-11,49.59,77.55
3814,"paid",2022-10-26,1,2022-11-26,6.99,NA,0,6.99
15508,"free",2022-08-14,0,NA,0,NA,0,0
25565,"free",2022-09-25,0,NA,0,NA,0,0
20436,"free",2022-12-01,0,NA,0,NA,0,0
16222,"free",2022-01-25,0,NA,0,NA,0,0
10153,"free",2022-01-24,0,NA,0,NA,0,0
8176,"free",2022-02-18,0,NA,0,NA,0,0
28583,"free",2022-07-20,0,NA,0,NA,0,0
10833,"paid",2022-11-23,10,2023-09-23,69.9,2022-06-15,49.32,119.22
5567,"free",2022-03-16,0,NA,0,NA,0,0
17746,"free",2022-11-10,0,NA,0,NA,0,0
15080,"free",2022-04-19,0,NA,0,NA,0,0
12531,"free",2022-02-20,0,NA,0,NA,0,0
18538,"free",2022-05-06,0,NA,0,NA,0,0
20343,"free",2022-08-09,0,NA,0,NA,0,0
6155,"free",2022-04-29,0,NA,0,NA,0,0
21105,"free",2022-02-10,0,NA,0,NA,0,0
28012,"free",2022-02-15,0,NA,0,NA,0,0
16770,"free",2022-03-20,0,NA,0,NA,0,0
10643,"free",2022-06-14,0,NA,0,NA,0,0
29133,"free",2022-11-02,0,NA,0,NA,0,0
8333,"free",2022-06-23,0,NA,0,NA,0,0
31,"free",2022-06-11,0,NA,0,NA,0,0
14238,"free",2022-08-01,0,NA,0,NA,0,0
13427,"free",2022-06-23,0,NA,0,NA,0,0
29630,"free",2022-07-20,0,NA,0,NA,0,0
20574,"free",2022-03-06,0,NA,0,NA,0,0
20170,"paid",2022-04-18,11,2023-03-18,76.89,NA,0,76.89
12304,"free",2022-07-29,0,NA,0,NA,0,0
28357,"free",2022-12-28,0,NA,0,NA,0,0
7588,"free",2022-04-15,0,NA,0,NA,0,0
8370,"free",2022-09-12,0,NA,0,NA,0,0
11681,"free",2022-07-04,0,NA,0,NA,0,0
28112,"free",2022-07-21,0,NA,0,NA,0,0
21916,"free",2022-11-14,0,NA,0,NA,0,0
4620,"free",2022-06-03,0,NA,0,NA,0,0
13212,"paid",2022-02-01,12,2023-02-01,83.88,NA,0,83.88
5698,"free",2022-08-17,0,NA,0,NA,0,0
16588,"paid",2022-01-25,5,2022-06-25,34.95,NA,0,34.95
3247,"free",2022-05-28,0,NA,0,NA,0,0
12211,"free",2022-10-21,0,NA,0,NA,0,0
18805,"free",2022-09-21,0,NA,0,NA,0,0
23174,"free",2022-03-05,0,NA,0,NA,0,0
24016,"paid",2022-12-28,5,2023-05-28,34.95,NA,0,34.95
18816,"free",2022-01-22,0,NA,0,NA,0,0
5242,"free",2022-03-17,0,NA,0,NA,0,0
23951,"free",2022-02-11,0,NA,0,NA,0,0
11667,"free",2022-02-09,0,NA,0,NA,0,0
2363,"paid",2022-09-09,9,2023-06-09,62.91,2022-03-29,35.67,98.58
259,"free",2022-10-18,0,NA,0,NA,0,0
29166,"free",2022-01-08,0,NA,0,NA,0,0
22369,"paid",2022-10-14,10,2023-08-14,69.9,NA,0,69.9
5409,"free",2022-06-21,0,NA,0,NA,0,0
23600,"paid",2022-03-17,9,2022-12-17,62.91,NA,0,62.91
25931,"free",2022-12-22,0,NA,0,NA,0,0
15460,"free",2022-03-05,0,NA,0,NA,0,0
11256,"paid",2022-02-10,6,2022-08-10,41.94,NA,0,41.94
17709,"free",2022-03-11,0,NA,0,NA,0,0
4106,"free",2022-09-29,0,NA,0,NA,0,0
20650,"paid",2022-12-22,6,2023-06-22,41.94,NA,0,41.94
19736,"free",2022-07-08,0,NA,0,NA,0,0
23900,"free",2022-12-07,0,NA,0,NA,0,0
20455,"free",2022-09-22,0,NA,0,NA,0,0
2450,"free",2022-06-19,0,NA,0,NA,0,0
1233,"paid",2022-09-21,8,2023-05-21,55.92,NA,0,55.92
11732,"paid",2022-01-21,7,2022-08-21,48.93,NA,0,48.93
26427,"paid",2022-11-04,5,2023-04-04,34.95,NA,0,34.95
