"mkt_email","next_mnth_pv","age","tenure","vehicle","kids","clothes","computers","food","furniture","garden","jewelry","music","pets","sports","toys","electronics","beauty","books","games","home","movies","outdoors","shoes","tools","health"
1,158.42,54,5,0,2,1,1,5,0,0,0,0,0,2,0,4,1,1,0,1,1,0,2,1,0
1,286.32,18,8,0,1,0,2,3,1,0,1,0,0,0,2,4,0,4,2,1,1,1,1,0,0
1,143.52,29,2,0,2,3,2,1,0,0,0,1,0,5,1,0,2,5,0,3,0,4,0,1,2
1,258.39,68,1,0,1,2,0,4,1,2,0,0,1,0,1,0,1,0,0,1,1,1,2,0,1
1,76.04,68,7,2,2,2,3,2,0,1,0,0,0,1,0,2,1,0,1,3,0,1,0,1,1
0,207.63,58,0,0,2,1,1,6,0,0,0,1,0,0,0,2,1,0,2,1,2,2,0,1,2
1,185.19,36,5,0,2,7,1,4,1,1,0,0,0,0,2,1,0,0,3,2,2,0,0,1,0
0,118.26,46,6,0,2,2,2,3,0,2,0,1,0,0,1,4,3,3,4,2,2,0,0,1,2
1,185.26,58,9,1,0,2,0,2,0,1,0,0,0,1,0,1,0,1,0,0,3,0,2,0,4
0,103.31,51,5,0,0,1,0,3,0,0,0,1,0,1,0,0,3,1,0,3,1,2,1,0,2
0,139.91,52,2,0,0,1,1,2,0,3,0,1,2,1,1,0,1,3,0,1,3,1,1,1,0
1,205.64,30,7,0,1,2,3,6,0,2,0,1,0,1,0,1,2,2,2,1,2,1,1,0,1
0,146.29,30,0,0,2,3,2,3,0,0,0,1,3,2,1,0,2,2,1,0,0,3,1,1,0
1,199.73,39,5,0,0,2,3,2,0,0,0,0,1,1,0,2,1,1,1,4,4,0,0,0,1
1,199.76,69,4,0,1,0,0,4,0,0,1,2,0,0,1,2,2,0,3,4,0,1,0,0,2
1,176.99,70,0,0,0,0,1,4,0,0,0,1,0,2,1,2,4,1,1,2,0,1,1,1,0
0,205.05,58,4,0,0,5,2,3,0,1,0,0,0,1,0,4,1,1,2,3,1,2,3,0,3
0,246.22,58,5,0,2,5,1,2,1,3,1,1,1,3,1,4,3,1,0,4,2,2,0,2,1
1,252.46,47,4,0,1,1,0,5,0,0,0,0,0,1,0,2,0,1,6,2,0,1,2,1,0
0,196.38,18,8,0,2,0,4,6,1,2,0,1,0,1,1,1,2,1,2,1,4,2,1,0,0
0,161.39,51,3,1,3,1,2,5,0,1,2,2,0,1,2,1,1,1,1,3,1,0,1,0,1
0,137.79,63,1,0,0,2,1,4,0,0,1,1,0,0,0,1,2,2,1,1,0,1,4,0,2
1,166.78,59,3,1,0,2,3,2,0,2,0,0,1,3,3,3,0,4,2,0,1,0,3,1,1
1,200.33,42,4,0,1,3,2,2,0,1,0,1,0,0,1,1,4,3,0,2,1,0,0,1,0
1,153.6,47,0,0,1,2,3,4,0,0,1,4,1,1,0,2,0,2,1,4,0,2,1,0,0
1,159.48,47,3,0,1,1,4,6,1,0,0,1,0,1,0,3,2,1,0,1,1,0,2,1,0
0,127.97,18,6,0,0,2,2,2,0,1,0,0,0,0,1,1,2,0,3,1,1,1,1,0,2
0,196.83,37,4,0,1,5,1,1,0,0,1,0,1,0,0,6,1,0,0,1,0,0,0,1,1
1,251.71,51,5,0,0,1,1,3,0,0,0,0,0,1,0,2,1,1,2,2,0,1,1,0,1
1,189.2,63,8,1,2,5,1,3,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,1
0,104.65,37,0,1,1,3,1,3,0,2,0,0,1,1,1,2,3,1,0,3,0,0,0,1,2
0,111.16,40,8,0,0,2,0,4,0,3,0,3,1,1,1,2,1,2,3,5,0,0,2,2,0
1,220.01,49,6,0,1,0,0,1,0,0,0,1,1,1,0,2,1,3,2,0,0,1,0,0,0
1,175.83,50,7,0,3,2,1,5,0,0,0,1,0,0,1,1,2,2,3,1,1,1,1,1,1
1,90.67,57,6,0,2,2,0,2,2,0,0,1,0,2,2,1,1,4,1,1,1,1,3,0,0
1,154.36,39,4,1,2,0,2,3,1,3,0,0,0,0,0,3,2,2,3,2,1,1,5,2,1
1,178.72,68,9,0,0,1,4,3,2,1,0,1,1,0,0,2,2,4,0,5,1,2,2,1,2
1,147.55,70,3,0,1,2,0,3,0,1,1,2,0,1,0,0,1,2,0,1,0,2,0,0,2
0,187.01,31,0,1,3,0,2,3,0,0,0,0,0,1,1,9,2,0,2,0,0,0,1,0,3
0,104.18,57,4,0,0,2,1,5,1,1,0,0,2,3,1,2,1,0,0,1,0,3,1,0,1
1,245.5,67,0,1,4,2,1,3,1,0,0,0,0,1,0,1,2,1,0,0,1,0,2,0,0
1,274.27,51,7,0,1,0,1,5,0,0,0,0,0,0,1,1,2,0,1,3,0,2,0,1,3
0,87.19,52,0,0,0,2,1,3,0,1,0,0,1,1,2,1,1,1,0,1,0,0,3,1,3
1,146.04,69,7,0,1,6,3,1,1,1,0,1,0,2,0,2,0,0,0,3,3,1,2,1,3
0,165.21,64,2,1,1,4,3,3,1,0,1,2,0,1,2,5,2,0,0,0,1,1,2,0,0
0,217.66,49,3,0,1,2,1,4,0,1,1,3,0,0,1,3,2,0,2,2,0,1,4,0,0
1,180.77,62,8,0,0,2,4,4,1,0,1,0,0,5,1,1,1,2,1,1,1,2,2,0,1
0,164.17,24,5,0,0,5,0,2,0,1,0,1,1,3,1,3,2,0,1,1,0,0,1,0,0
1,76.26,59,1,0,1,4,2,4,1,2,1,1,1,3,1,2,1,2,0,3,1,0,0,0,0
1,154.83,52,4,0,0,0,1,2,1,0,0,1,1,0,1,0,1,2,0,1,1,1,1,1,1
0,215.78,26,3,0,0,1,4,4,0,0,0,0,0,0,0,3,1,1,2,1,1,1,2,2,1
1,150.02,22,2,0,0,0,2,0,0,0,0,1,0,2,0,5,0,1,0,3,1,0,1,1,1
1,116.28,43,6,0,3,0,1,1,0,0,0,1,0,2,1,0,3,0,2,6,0,0,2,0,1
1,172.15,60,11,1,1,2,2,2,0,1,0,2,1,1,1,3,2,2,2,0,1,0,2,0,0
1,140.21,58,1,1,0,3,3,2,0,1,0,0,2,2,0,2,2,0,0,3,0,0,3,0,2
1,171.86,62,3,1,0,4,3,3,2,0,1,2,0,3,1,1,4,3,0,0,1,1,0,0,3
1,195.42,27,11,1,1,3,1,2,0,0,0,1,0,3,3,0,3,0,0,2,2,2,0,0,0
0,141.54,69,5,0,0,1,0,0,0,1,0,3,0,0,1,0,1,1,0,1,0,1,1,1,3
0,82.39,34,3,1,0,2,0,2,3,1,2,1,0,1,2,3,3,0,0,4,5,1,1,0,0
1,249.97,26,4,0,0,4,1,3,0,2,0,1,1,0,1,0,2,1,1,3,1,2,2,0,1
0,146.3,57,0,0,0,0,0,5,2,1,1,0,0,1,2,4,0,3,0,3,2,0,1,0,0
1,191.09,36,4,0,1,1,0,2,0,1,0,1,1,3,1,0,0,0,1,0,0,1,1,0,0
0,90.46,60,1,1,0,3,2,5,0,1,0,1,0,1,3,2,0,0,2,1,1,2,4,1,0
0,172.75,39,1,1,1,2,4,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,2,1
0,154.52,55,5,0,0,2,0,5,0,1,0,0,0,1,0,0,1,0,0,2,1,0,2,0,0
1,222.95,60,2,0,1,2,0,4,0,0,0,1,0,1,1,0,2,0,1,2,1,0,1,0,2
1,118.48,28,5,0,0,3,1,3,0,2,3,0,1,0,0,3,1,1,1,2,2,0,2,2,0
0,211.87,20,5,0,0,2,0,4,0,0,0,0,1,4,0,2,1,1,0,2,1,1,0,1,0
1,93.52,25,5,1,2,4,1,3,0,1,2,0,0,0,1,5,2,1,2,2,1,0,0,0,0
1,168.37,55,4,0,0,1,1,1,1,0,0,2,0,1,2,1,0,0,0,3,1,1,0,0,1
1,205.16,68,5,0,0,0,1,7,3,1,0,2,0,0,0,0,3,1,0,6,2,2,2,1,1
0,162.77,48,1,0,1,2,2,4,0,1,0,0,0,3,0,0,3,0,0,6,0,0,2,0,0
1,264.89,50,1,0,0,2,2,2,0,0,0,2,1,3,1,4,1,1,1,0,0,0,0,0,1
1,205.5,29,2,2,0,1,1,2,0,0,0,1,0,0,0,6,2,4,1,2,3,0,1,0,0
1,183,47,7,0,1,3,6,1,1,0,0,1,2,3,3,3,2,1,2,2,0,2,1,1,1
0,105.75,28,4,1,0,5,3,0,0,5,0,0,0,0,0,1,0,2,3,0,0,0,3,0,1
1,274.52,42,4,0,0,2,1,5,1,2,1,0,0,2,1,4,0,2,1,0,2,1,2,1,3
0,168.19,35,3,1,2,3,2,1,0,0,1,1,2,1,1,1,3,3,0,4,0,0,4,0,1
1,171.53,24,4,0,0,3,2,3,0,0,0,1,0,3,1,0,0,4,3,0,0,0,0,1,1
1,163.49,28,5,0,0,3,0,5,1,1,0,0,0,0,0,0,1,0,2,3,1,1,1,0,0
1,221.24,57,4,0,0,2,0,4,1,0,0,1,1,1,2,3,2,2,0,2,1,0,1,0,2
1,164.39,40,6,0,0,4,0,2,0,1,1,3,0,0,1,1,3,0,0,0,2,0,0,1,0
1,158.11,40,7,0,0,2,0,2,0,2,0,1,0,2,1,0,1,1,1,2,2,0,0,0,1
1,280.1,44,7,1,0,0,0,1,2,0,2,0,0,0,1,3,4,2,3,0,0,2,1,1,2
1,121.87,41,4,2,1,1,2,4,0,0,0,1,1,1,0,1,2,0,2,2,0,0,2,0,1
0,254.16,25,8,0,1,1,0,4,1,2,0,1,1,0,1,1,3,0,0,0,1,0,1,0,0
1,169.84,63,4,2,1,1,4,1,0,1,0,2,0,1,1,3,1,3,1,1,0,1,2,0,1
1,109.56,50,5,0,1,1,0,3,1,0,2,0,0,0,1,1,0,0,0,0,1,0,1,0,0
0,114.25,61,4,2,1,0,0,1,1,1,0,4,0,1,1,3,2,2,0,3,1,1,1,1,1
0,169.49,60,6,0,1,3,1,2,0,0,2,0,0,0,1,1,1,2,0,0,1,0,4,2,1
0,111.06,68,2,0,2,1,0,2,0,0,0,0,0,2,1,3,1,1,0,4,0,0,2,0,1
1,161.15,65,2,1,0,2,5,1,1,1,0,3,0,3,0,4,1,2,2,0,0,1,1,1,2
1,150.5,35,8,0,0,3,1,1,1,2,2,2,1,2,1,1,1,0,2,1,1,0,2,0,2
1,182.73,32,1,1,2,2,4,3,3,1,0,3,0,1,0,1,3,2,0,1,1,2,4,2,1
1,152.97,58,7,1,3,2,2,3,1,1,0,0,0,1,2,0,0,3,1,1,0,1,2,0,0
1,138.44,58,0,0,1,3,2,1,0,2,0,1,2,1,1,6,0,0,0,1,1,1,0,1,2
1,262.74,68,9,0,0,4,0,1,0,0,0,4,1,3,0,4,3,2,1,2,0,4,2,1,0
1,237.03,61,4,0,2,4,2,9,0,0,0,3,1,2,1,3,5,2,0,5,2,0,2,1,3
1,136.38,25,10,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
1,108.37,34,5,1,3,3,2,2,1,0,2,1,1,1,0,1,0,2,1,0,0,0,0,1,1
1,185.8,29,2,0,0,0,2,4,0,0,1,1,0,0,1,7,1,0,1,2,1,1,0,0,1
1,243.79,60,6,0,1,0,3,1,0,0,0,3,1,1,0,1,3,0,3,3,0,1,1,0,1
0,189.87,25,5,0,2,3,3,2,1,0,1,3,0,5,0,2,1,1,2,1,0,0,1,0,1
1,189.54,25,6,1,0,3,1,1,1,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0
1,240.36,22,5,0,1,3,1,4,0,2,1,1,0,0,0,3,2,3,0,2,1,1,2,0,1
1,133.95,21,7,0,1,4,0,4,1,1,1,1,0,0,1,0,1,3,0,4,1,1,2,1,2
1,226.39,47,6,0,1,5,1,4,0,0,1,1,0,1,0,1,1,1,0,2,0,1,2,0,0
1,189.48,24,3,0,2,0,1,1,0,1,0,1,2,2,1,3,2,2,1,2,1,3,3,0,2
0,120.08,58,5,2,2,1,1,2,1,0,0,1,0,0,1,1,3,3,1,1,1,0,1,0,2
0,181.6,57,8,1,1,1,5,3,0,0,1,2,0,3,2,2,1,0,2,0,0,0,1,1,1
0,242.88,66,4,1,0,6,2,3,1,1,1,0,0,4,5,2,0,2,4,0,0,2,2,1,2
1,188.47,46,7,0,2,2,1,2,0,1,0,0,0,2,0,0,2,1,1,2,1,0,2,1,0
1,207.69,64,7,0,2,0,0,4,1,1,0,1,0,3,0,0,2,5,0,0,1,0,0,0,1
0,216.14,42,5,1,0,4,0,0,0,0,1,1,0,1,1,1,1,0,2,3,2,0,0,0,1
1,155.9,27,6,0,2,3,0,2,1,3,1,0,1,2,0,1,2,1,0,2,2,0,1,1,2
1,191.39,42,3,0,0,2,2,2,1,0,1,1,0,0,1,3,1,1,0,1,1,3,1,1,0
1,83.15,70,4,0,1,1,0,3,0,1,0,2,1,2,0,2,5,1,1,3,0,1,2,1,1
1,123.15,44,9,0,2,3,3,3,1,3,0,1,0,0,0,2,0,2,3,3,0,1,0,1,0
0,140.81,32,5,0,0,4,2,3,0,0,0,1,0,0,0,1,2,1,3,2,1,0,1,0,2
1,211.34,32,7,0,0,4,3,5,0,0,0,2,0,1,0,2,0,2,2,3,0,2,1,1,3
1,188.8,47,3,0,0,1,1,1,0,1,0,6,1,1,0,3,3,1,0,2,1,0,1,0,0
0,223.7,53,0,0,0,2,0,4,0,0,0,2,0,3,2,3,1,2,0,2,3,0,1,2,0
1,133.48,36,2,0,0,3,3,4,0,0,0,0,1,0,1,2,0,1,4,0,2,2,1,2,0
0,20.15,21,3,1,1,0,1,5,0,0,0,3,0,2,1,1,1,1,0,2,2,1,1,1,2
1,261.96,42,1,1,0,2,2,3,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0
1,214.53,63,6,0,1,3,2,5,0,1,0,1,0,1,0,1,2,2,1,3,1,0,0,0,0
1,183.25,49,4,0,2,1,1,3,1,1,2,0,0,2,0,1,0,0,2,0,5,0,4,0,3
1,161.65,37,2,0,1,1,1,7,1,1,0,1,0,1,1,0,0,1,0,2,1,0,1,1,1
0,239.36,48,7,0,1,3,4,1,1,0,0,1,0,2,1,3,1,0,1,6,2,0,1,1,3
1,141.12,66,3,0,1,2,3,5,0,0,0,1,1,2,1,3,0,1,0,0,3,0,4,0,0
1,187.25,44,1,0,1,2,0,4,0,0,0,1,2,1,0,3,1,2,0,1,0,0,2,0,0
1,226.68,27,4,0,1,2,0,3,0,1,0,0,1,1,0,1,1,0,0,0,1,3,2,1,1
1,212.61,47,4,0,2,3,2,4,1,0,1,1,0,1,1,3,2,1,2,1,1,1,2,0,3
1,207.53,70,10,0,1,6,2,2,0,0,1,1,0,2,2,0,0,0,2,0,0,0,0,1,2
1,167.96,35,5,0,2,2,0,6,1,0,1,0,0,1,1,3,1,3,0,1,0,1,0,0,0
1,231.05,62,3,0,1,3,2,5,0,0,0,0,3,1,1,3,1,1,1,2,0,0,0,1,1
0,140.13,35,2,0,1,0,2,3,0,1,1,1,0,1,0,1,0,1,2,1,1,0,0,3,1
1,85.08,28,4,0,0,1,1,5,0,2,1,2,1,2,0,1,1,2,0,0,0,0,3,1,1
1,169.95,21,3,0,0,1,4,3,1,0,0,1,0,1,0,2,2,0,2,0,1,3,3,0,1
1,116.08,31,6,0,1,2,2,4,0,2,1,1,0,1,1,4,1,2,1,2,1,0,0,1,2
0,191.65,37,5,0,1,4,4,6,1,0,0,0,0,1,0,3,5,0,0,3,1,1,0,1,1
1,186.52,27,8,0,1,5,2,3,2,1,0,1,0,1,0,4,1,1,0,1,1,0,1,1,3
1,133.45,34,5,0,0,4,2,2,0,2,1,0,1,0,1,0,1,1,2,2,0,0,2,0,2
0,227.1,19,1,0,1,3,1,1,0,0,1,1,0,2,0,1,0,1,2,1,3,0,3,1,0
1,182.37,72,2,1,1,1,0,6,1,0,0,1,1,2,1,4,3,1,0,1,0,0,1,0,0
1,246.65,61,4,0,0,0,0,4,0,2,0,2,1,0,1,2,1,0,3,0,0,2,1,3,0
1,138.85,23,6,0,0,2,2,5,0,0,1,1,0,1,1,4,1,1,2,3,0,2,1,0,1
0,202.49,65,10,0,1,5,2,2,0,0,1,0,0,2,2,4,1,1,0,0,1,2,3,1,3
1,210.14,48,6,0,3,2,3,5,1,0,1,2,1,1,3,0,0,0,1,3,1,1,2,0,0
1,155.25,41,5,0,0,0,2,7,1,0,0,3,0,1,0,3,2,2,1,1,0,1,0,0,2
1,157.72,22,1,0,2,2,0,5,0,0,0,0,1,1,2,2,2,1,1,1,2,0,0,0,4
1,127.28,48,5,2,0,5,0,1,0,2,1,0,0,0,0,3,0,1,1,1,0,1,3,0,1
1,141.58,22,1,2,2,0,0,2,1,0,0,0,1,0,0,2,0,1,0,1,0,2,3,0,2
1,243.99,29,3,0,0,1,1,6,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,1,3
1,171.91,48,6,0,2,2,1,4,1,1,0,0,5,0,0,1,0,1,0,1,0,0,1,1,0
1,214.38,44,6,0,1,1,2,3,0,0,0,0,1,3,0,1,4,2,0,3,0,1,0,1,2
0,119.82,27,3,0,0,1,1,4,0,0,2,0,1,1,1,4,3,3,1,2,0,1,2,0,0
1,139.13,26,3,0,2,1,3,3,0,2,0,1,0,2,1,1,0,0,4,1,1,0,0,0,0
0,204.01,45,3,0,0,4,4,1,0,2,0,0,0,0,0,3,2,1,1,1,0,0,1,0,1
0,118.61,69,9,0,0,0,0,8,0,1,0,1,2,2,0,3,1,4,0,2,2,3,2,1,0
1,130.17,36,0,1,1,1,0,1,0,0,0,1,1,1,1,1,2,2,0,1,1,0,1,0,1
1,156.18,28,4,0,0,2,1,4,1,1,0,2,1,1,1,3,2,0,0,2,1,2,2,0,0
1,154.42,33,7,2,0,2,3,0,1,0,0,0,0,0,0,2,2,1,0,0,4,2,1,0,1
0,182.15,47,4,0,1,2,0,4,1,0,0,0,1,3,2,2,1,1,1,2,1,1,0,0,0
1,176.2,19,1,0,0,0,0,3,2,0,0,0,0,0,0,1,1,1,0,1,2,2,1,1,2
