customer_id,group,plan,date,month,paid,type
CG93501,control,free,2025-02-04,2,0,subscription
CI76420,control,free,2025-02-04,2,1.68,purchase
CW32293,control,free,2025-02-04,2,0,subscription
CX25177,treatment,pro,2025-02-04,2,51.62,purchase
CX25177,treatment,pro,2025-02-04,2,3.61,purchase
EY94423,control,free,2025-02-04,2,14.07,purchase
GN42432,control,free,2025-02-04,2,9.53,purchase
GT64560,control,free,2025-02-04,2,18.91,purchase
HD62952,control,free,2025-02-04,2,0,subscription
HF41894,treatment,free,2025-02-04,2,9.87,purchase
HM85550,control,free,2025-02-04,2,5.13,purchase
IV22351,treatment,free,2025-02-04,2,10.64,purchase
JC18806,treatment,free,2025-02-04,2,10.95,purchase
JU42961,control,free,2025-02-04,2,39.84,purchase
KE22637,control,free,2025-02-04,2,12.13,purchase
KK64599,treatment,free,2025-02-04,2,19.54,purchase
LG30954,treatment,free,2025-02-04,2,1.13,purchase
LI83333,treatment,free,2025-02-04,2,2.84,purchase
MX92255,control,free,2025-02-04,2,0,subscription
MY62768,control,free,2025-02-04,2,26.24,purchase
NJ81085,control,free,2025-02-04,2,25.1,purchase
OM80738,treatment,free,2025-02-04,2,0,subscription
OQ67561,treatment,free,2025-02-04,2,18.12,purchase
OT71738,control,free,2025-02-04,2,0,subscription
PL42633,control,free,2025-02-04,2,15.34,purchase
PN12826,control,free,2025-02-04,2,8.59,purchase
QR77427,treatment,pro,2025-02-04,2,25.19,purchase
RE37969,control,free,2025-02-04,2,3.44,purchase
SG61856,control,free,2025-02-04,2,0,subscription
SG89139,control,free,2025-02-04,2,1.29,purchase
SI95376,control,free,2025-02-04,2,0,subscription
SQ94061,treatment,free,2025-02-04,2,0,subscription
ST48671,treatment,free,2025-02-04,2,1.46,purchase
SU57639,control,free,2025-02-04,2,0,subscription
TE62378,treatment,free,2025-02-04,2,12.07,purchase
TM58602,treatment,free,2025-02-04,2,0,subscription
TM69076,control,free,2025-02-04,2,8.5,purchase
UA27835,control,free,2025-02-04,2,36.11,purchase
UF97846,control,free,2025-02-04,2,0,subscription
UH91448,treatment,free,2025-02-04,2,2.21,purchase
VE40658,control,free,2025-02-04,2,9.76,purchase
VH16252,control,free,2025-02-04,2,0,subscription
WO14877,control,free,2025-02-04,2,0,subscription
WR16574,treatment,free,2025-02-04,2,0,subscription
YH55305,control,free,2025-02-04,2,0,subscription
YK30617,control,free,2025-02-04,2,0,subscription
YP58186,treatment,free,2025-02-04,2,0,subscription
ZJ26278,treatment,free,2025-02-04,2,10.66,purchase
ZQ28442,control,free,2025-02-04,2,9.04,purchase
ZZ38466,control,free,2025-02-04,2,33.09,purchase
ZZ75529,treatment,free,2025-02-04,2,0,subscription
AC80798,control,free,2025-02-05,2,1.44,purchase
AE42482,control,free,2025-02-05,2,8.39,purchase
AN61992,control,free,2025-02-05,2,16.95,purchase
BD48249,control,free,2025-02-05,2,1.69,purchase
BT68388,treatment,free,2025-02-05,2,6.08,purchase
CD51054,treatment,pro,2025-02-05,2,14.99,subscription
DG32250,control,free,2025-02-05,2,15.14,purchase
DP73672,treatment,free,2025-02-05,2,0,subscription
DY41280,control,free,2025-02-05,2,28.76,purchase
GR94082,control,free,2025-02-05,2,17.71,purchase
HV34631,control,free,2025-02-05,2,0,subscription
IQ78807,treatment,free,2025-02-05,2,10.63,purchase
IT80099,control,free,2025-02-05,2,0,subscription
IU89342,control,free,2025-02-05,2,0,subscription
JH33247,treatment,free,2025-02-05,2,0,subscription
JT38381,control,free,2025-02-05,2,15.34,purchase
JU47008,control,plus,2025-02-05,2,9.99,subscription
JY66853,treatment,free,2025-02-05,2,0,subscription
KG95361,treatment,pro,2025-02-05,2,41.28,purchase
LA77115,control,free,2025-02-05,2,0,subscription
LD67977,control,free,2025-02-05,2,2.86,purchase
LU49195,control,free,2025-02-05,2,0,subscription
LW67212,treatment,free,2025-02-05,2,6.54,purchase
MG93465,treatment,plus,2025-02-05,2,11.2,purchase
MS26485,treatment,free,2025-02-05,2,0,subscription
MU11640,treatment,free,2025-02-05,2,11.95,purchase
MV93255,treatment,free,2025-02-05,2,3.4,purchase
MX92255,control,free,2025-02-05,2,9.03,purchase
NE42513,treatment,free,2025-02-05,2,0,subscription
NG78370,treatment,free,2025-02-05,2,0,subscription
NX74323,control,free,2025-02-05,2,0,subscription
OS83251,treatment,free,2025-02-05,2,22.84,purchase
OX91692,control,free,2025-02-05,2,0,subscription
QC66938,treatment,free,2025-02-05,2,0,subscription
QX14251,treatment,free,2025-02-05,2,0,subscription
RR40358,control,free,2025-02-05,2,2,purchase
SC92906,treatment,pro,2025-02-05,2,18.79,purchase
SH79018,control,free,2025-02-05,2,0,subscription
TM69076,control,free,2025-02-05,2,8.83,purchase
TO95627,treatment,free,2025-02-05,2,0,subscription
TW98036,treatment,free,2025-02-05,2,6.64,purchase
UJ20083,treatment,free,2025-02-05,2,9.47,purchase
UJ83855,treatment,free,2025-02-05,2,0,subscription
VO34766,control,free,2025-02-05,2,2.71,purchase
WB44320,treatment,free,2025-02-05,2,0,subscription
WE70942,treatment,free,2025-02-05,2,0,subscription
WO14877,control,free,2025-02-05,2,26.23,purchase
WS70098,control,plus,2025-02-05,2,9.99,subscription
WY17353,treatment,free,2025-02-05,2,6.46,purchase
XD74366,treatment,free,2025-02-05,2,0,subscription
XH31361,control,free,2025-02-05,2,0,subscription
YI92648,control,free,2025-02-05,2,0,subscription
YK33691,treatment,free,2025-02-05,2,0,subscription
ZM46195,control,free,2025-02-05,2,0,subscription
AN26758,treatment,free,2025-02-06,2,0,subscription
AW19139,treatment,free,2025-02-06,2,0,subscription
AW22883,treatment,free,2025-02-06,2,0.3,purchase
AY62363,control,free,2025-02-06,2,6.38,purchase
BO60417,control,free,2025-02-06,2,1.51,purchase
CF84683,treatment,plus,2025-02-06,2,9.99,subscription
CG55033,treatment,free,2025-02-06,2,0,subscription
CM21325,control,free,2025-02-06,2,0,subscription
EF80457,treatment,free,2025-02-06,2,0,subscription
EL15782,control,free,2025-02-06,2,0,subscription
GL83994,treatment,free,2025-02-06,2,0,subscription
JM64026,treatment,free,2025-02-06,2,0,subscription
KK64599,treatment,free,2025-02-06,2,5.92,purchase
LC46858,treatment,free,2025-02-06,2,7.31,purchase
LL33550,control,free,2025-02-06,2,14.18,purchase
LT54805,treatment,free,2025-02-06,2,0,subscription
LW15250,treatment,free,2025-02-06,2,0,subscription
MH45018,treatment,free,2025-02-06,2,0,subscription
MH72741,treatment,free,2025-02-06,2,51.13,purchase
NA11712,control,free,2025-02-06,2,16.21,purchase
NC58418,control,free,2025-02-06,2,1.71,purchase
NI10803,treatment,free,2025-02-06,2,4.69,purchase
NT35221,treatment,free,2025-02-06,2,0,subscription
OP19604,control,free,2025-02-06,2,9.77,purchase
OS29951,control,free,2025-02-06,2,5.68,purchase
OS31837,treatment,free,2025-02-06,2,72.16,purchase
PC32549,control,free,2025-02-06,2,0,subscription
PF40732,treatment,free,2025-02-06,2,0,subscription
PM65063,control,free,2025-02-06,2,11.02,purchase
PO65985,treatment,free,2025-02-06,2,26.25,purchase
RH39347,control,free,2025-02-06,2,10.05,purchase
RL15835,treatment,free,2025-02-06,2,0,subscription
SA44902,control,free,2025-02-06,2,13.49,purchase
SC87861,control,free,2025-02-06,2,0,subscription
SJ62393,control,free,2025-02-06,2,0,subscription
SL51175,control,free,2025-02-06,2,0,subscription
TG22535,treatment,free,2025-02-06,2,0,subscription
UL13873,control,free,2025-02-06,2,1.46,purchase
UP12039,control,plus,2025-02-06,2,9.77,purchase
UV60782,treatment,free,2025-02-06,2,0,subscription
VE40658,control,free,2025-02-06,2,11.86,purchase
WJ11574,treatment,pro,2025-02-06,2,14.99,subscription
WK23180,treatment,free,2025-02-06,2,0,subscription
XF49959,control,free,2025-02-06,2,0,subscription
XH63082,control,free,2025-02-06,2,0,subscription
XM71175,treatment,free,2025-02-06,2,32.3,purchase
XP33531,treatment,free,2025-02-06,2,23.14,purchase
YI24422,control,free,2025-02-06,2,0,subscription
YV39853,treatment,free,2025-02-06,2,2.27,purchase
ZM23036,treatment,free,2025-02-06,2,0,subscription
AC49472,treatment,free,2025-02-07,2,0,subscription
AD10645,treatment,free,2025-02-07,2,0,subscription
AD32461,treatment,free,2025-02-07,2,0,subscription
AN40443,treatment,free,2025-02-07,2,0,subscription
AU42457,control,free,2025-02-07,2,0,subscription
AZ50033,control,free,2025-02-07,2,0,subscription
BS72678,control,free,2025-02-07,2,0,subscription
CB74096,control,free,2025-02-07,2,9.1,purchase
CB97328,control,plus,2025-02-07,2,9.99,subscription
DH79500,treatment,free,2025-02-07,2,0,subscription
DM23912,treatment,free,2025-02-07,2,0,subscription
DQ64358,treatment,free,2025-02-07,2,13.71,purchase
EH89972,control,free,2025-02-07,2,0,subscription
ER49416,treatment,free,2025-02-07,2,0,subscription
ES58455,control,free,2025-02-07,2,2.48,purchase
FT56696,control,free,2025-02-07,2,1.92,purchase
HL45628,control,free,2025-02-07,2,0,subscription
IQ78807,treatment,free,2025-02-07,2,9.23,purchase
IY61093,control,free,2025-02-07,2,0,subscription
JG85398,control,free,2025-02-07,2,0,subscription
JW66686,treatment,free,2025-02-07,2,1.24,purchase
JW68837,treatment,pro,2025-02-07,2,14.99,subscription
JW81758,treatment,free,2025-02-07,2,0,subscription
KG95361,treatment,pro,2025-02-07,2,14.99,subscription
LJ35884,treatment,free,2025-02-07,2,0,subscription
LT90433,treatment,free,2025-02-07,2,0,subscription
LX51004,treatment,free,2025-02-07,2,0,subscription
MH88615,control,free,2025-02-07,2,12.47,purchase
MV21260,treatment,free,2025-02-07,2,0,subscription
NC58418,control,free,2025-02-07,2,0.77,purchase
NW10706,treatment,free,2025-02-07,2,0,subscription
NW78911,treatment,free,2025-02-07,2,82.05,purchase
NZ64107,treatment,free,2025-02-07,2,18.44,purchase
PA28054,control,free,2025-02-07,2,8.94,purchase
QE71226,treatment,free,2025-02-07,2,0,subscription
QF86781,control,free,2025-02-07,2,8.58,purchase
QQ33468,treatment,free,2025-02-07,2,0,subscription
SJ48579,control,free,2025-02-07,2,9.79,purchase
SS36389,treatment,free,2025-02-07,2,6.84,purchase
SW31362,control,free,2025-02-07,2,0,subscription
SW58552,control,free,2025-02-07,2,8.14,purchase
TS22133,treatment,pro,2025-02-07,2,14.99,subscription
UD82348,control,free,2025-02-07,2,56.63,purchase
UE48974,treatment,free,2025-02-07,2,0,subscription
UF69654,treatment,free,2025-02-07,2,30.56,purchase
UY62230,treatment,free,2025-02-07,2,0,subscription
UZ29627,control,free,2025-02-07,2,4.78,purchase
VE40658,control,free,2025-02-07,2,10.82,purchase
VN72559,control,free,2025-02-07,2,0,subscription
VW95034,control,free,2025-02-07,2,0.44,purchase
VY67527,treatment,free,2025-02-07,2,0,subscription
WE62502,control,free,2025-02-07,2,0,subscription
WO14877,control,free,2025-02-07,2,36.23,purchase
WT36884,treatment,free,2025-02-07,2,2.39,purchase
WY17353,treatment,free,2025-02-07,2,3.99,purchase
XA87303,treatment,pro,2025-02-07,2,21.04,purchase
XK42188,treatment,free,2025-02-07,2,0,subscription
XV72518,control,free,2025-02-07,2,0,subscription
YO85671,treatment,free,2025-02-07,2,0,subscription
YP87896,treatment,free,2025-02-07,2,0,subscription
ZM71919,control,free,2025-02-07,2,0,subscription
ZP55283,control,free,2025-02-07,2,0,subscription
ZS15857,control,free,2025-02-07,2,0,subscription
ZV65016,treatment,free,2025-02-07,2,0,subscription
AE84886,control,free,2025-02-08,2,0,subscription
AK32498,control,free,2025-02-08,2,4.96,purchase
AV80231,control,free,2025-02-08,2,3.68,purchase
AV83275,control,free,2025-02-08,2,0,subscription
AX10781,treatment,free,2025-02-08,2,0,subscription
BB71253,control,plus,2025-02-08,2,9.99,subscription
BF93946,control,free,2025-02-08,2,15.55,purchase
BT68388,treatment,free,2025-02-08,2,0,subscription
BX56095,treatment,free,2025-02-08,2,0,subscription
CG73455,treatment,free,2025-02-08,2,0,subscription
CH24120,control,plus,2025-02-08,2,9.99,subscription
DY41280,control,free,2025-02-08,2,94.32,purchase
EF11672,control,free,2025-02-08,2,0,subscription
EF34078,treatment,free,2025-02-08,2,0,subscription
EO90152,treatment,free,2025-02-08,2,13.1,purchase
FH29883,treatment,free,2025-02-08,2,0,subscription
FQ32857,control,free,2025-02-08,2,0,subscription
FZ47104,control,plus,2025-02-08,2,9.99,subscription
GD53159,treatment,free,2025-02-08,2,11.11,purchase
GN24254,control,free,2025-02-08,2,4.17,purchase
HP24819,treatment,free,2025-02-08,2,0,subscription
HQ66675,treatment,free,2025-02-08,2,1.13,purchase
IL22142,control,free,2025-02-08,2,0,subscription
IR83165,control,free,2025-02-08,2,0,subscription
IS39198,control,free,2025-02-08,2,0,subscription
IV47399,treatment,free,2025-02-08,2,0,subscription
IY18655,treatment,free,2025-02-08,2,49.04,purchase
JY80797,treatment,free,2025-02-08,2,0,subscription
KQ27418,treatment,free,2025-02-08,2,0,subscription
KS79985,control,plus,2025-02-08,2,9.99,subscription
LM96085,treatment,free,2025-02-08,2,18.79,purchase
LW15250,treatment,free,2025-02-08,2,36.85,purchase
MA90301,control,free,2025-02-08,2,0,subscription
MH72741,treatment,free,2025-02-08,2,7.64,purchase
NC25089,control,free,2025-02-08,2,0,subscription
NI10803,treatment,free,2025-02-08,2,0,subscription
NK24268,treatment,free,2025-02-08,2,0,subscription
NQ24082,control,free,2025-02-08,2,0,subscription
NS99565,control,free,2025-02-08,2,0,subscription
OB32940,treatment,free,2025-02-08,2,0,subscription
OP99686,control,free,2025-02-08,2,0,subscription
OR15459,treatment,free,2025-02-08,2,0,subscription
OS13931,control,plus,2025-02-08,2,22.6,purchase
PA50088,treatment,free,2025-02-08,2,0,subscription
PW98907,control,free,2025-02-08,2,0,subscription
QM74116,treatment,free,2025-02-08,2,0,subscription
QS45771,control,free,2025-02-08,2,0,subscription
RG43180,treatment,free,2025-02-08,2,0,subscription
RH89666,control,free,2025-02-08,2,0,subscription
SP25875,treatment,free,2025-02-08,2,0,subscription
SS72124,treatment,free,2025-02-08,2,11.98,purchase
ST74550,treatment,free,2025-02-08,2,0,subscription
SZ98240,control,free,2025-02-08,2,0,subscription
TB73636,control,free,2025-02-08,2,5.12,purchase
TT12976,control,free,2025-02-08,2,0,subscription
UD82348,control,free,2025-02-08,2,43.3,purchase
UT80187,treatment,free,2025-02-08,2,0,subscription
VK70235,control,free,2025-02-08,2,0,subscription
VY21197,treatment,free,2025-02-08,2,0,subscription
WI55171,treatment,free,2025-02-08,2,0,subscription
WO14877,control,free,2025-02-08,2,2.58,purchase
WQ23132,treatment,pro,2025-02-08,2,9.92,purchase
WR88504,control,free,2025-02-08,2,0,subscription
XM71175,treatment,free,2025-02-08,2,21.02,purchase
XT46834,control,free,2025-02-08,2,0,subscription
XV14160,treatment,free,2025-02-08,2,0,subscription
XY66302,control,free,2025-02-08,2,0,subscription
YC68917,control,free,2025-02-08,2,0,subscription
YP58130,control,free,2025-02-08,2,0,subscription
ZE10704,treatment,pro,2025-02-08,2,15.79,purchase
AK98862,treatment,free,2025-02-09,2,0,subscription
BG27343,control,free,2025-02-09,2,0,subscription
BM28526,treatment,free,2025-02-09,2,0,subscription
BP61044,treatment,free,2025-02-09,2,4.09,purchase
BV89992,treatment,free,2025-02-09,2,2.37,purchase
BX22125,treatment,free,2025-02-09,2,0,subscription
CA15420,control,free,2025-02-09,2,0,subscription
CX87209,treatment,free,2025-02-09,2,0,subscription
DE99359,treatment,free,2025-02-09,2,0,subscription
DI94625,treatment,plus,2025-02-09,2,8.14,purchase
DJ69327,control,free,2025-02-09,2,0,subscription
EK74573,treatment,free,2025-02-09,2,0,subscription
EZ27046,treatment,free,2025-02-09,2,1.85,purchase
FF80928,treatment,pro,2025-02-09,2,34.85,purchase
FO11988,control,free,2025-02-09,2,0,subscription
GT98083,control,free,2025-02-09,2,0,subscription
HF51437,treatment,free,2025-02-09,2,0,subscription
HL75268,treatment,free,2025-02-09,2,0,subscription
HM16833,control,free,2025-02-09,2,0,subscription
HN48319,treatment,free,2025-02-09,2,0,subscription
HV33558,control,free,2025-02-09,2,1.66,purchase
HW75036,control,free,2025-02-09,2,7.81,purchase
JW77099,treatment,free,2025-02-09,2,0,subscription
LE86963,control,free,2025-02-09,2,0,subscription
LI30766,control,free,2025-02-09,2,0,subscription
LQ60202,control,free,2025-02-09,2,0,subscription
LU25574,treatment,free,2025-02-09,2,0,subscription
MG64797,control,free,2025-02-09,2,0,subscription
MM97639,treatment,free,2025-02-09,2,0,subscription
NF34808,control,free,2025-02-09,2,0,subscription
NG10388,treatment,free,2025-02-09,2,0,subscription
NN76405,treatment,free,2025-02-09,2,20.29,purchase
OP70190,control,free,2025-02-09,2,0,subscription
PD66294,control,free,2025-02-09,2,0,subscription
PI53460,treatment,free,2025-02-09,2,0,subscription
PI88970,control,free,2025-02-09,2,0,subscription
PZ34732,control,free,2025-02-09,2,0,subscription
QC66938,treatment,free,2025-02-09,2,3.07,purchase
RC69780,treatment,free,2025-02-09,2,0,subscription
RD34273,control,free,2025-02-09,2,15.83,purchase
RK12038,treatment,free,2025-02-09,2,0.47,purchase
SE20514,treatment,pro,2025-02-09,2,14.99,subscription
SJ48579,control,free,2025-02-09,2,10.69,purchase
SP27645,control,free,2025-02-09,2,22.08,purchase
ST48671,treatment,free,2025-02-09,2,3.46,purchase
TP74035,treatment,free,2025-02-09,2,0,subscription
TX83903,treatment,free,2025-02-09,2,0,subscription
TZ22361,treatment,free,2025-02-09,2,0,subscription
VA64909,control,free,2025-02-09,2,21.15,purchase
WM70784,treatment,free,2025-02-09,2,0,subscription
WY99952,control,free,2025-02-09,2,0,subscription
XO11311,treatment,free,2025-02-09,2,0,subscription
YD99723,control,free,2025-02-09,2,0,subscription
YF95534,treatment,free,2025-02-09,2,0,subscription
YG27824,control,free,2025-02-09,2,0,subscription
YL20105,treatment,free,2025-02-09,2,0,subscription
YQ99089,treatment,free,2025-02-09,2,0,subscription
ZS13257,treatment,free,2025-02-09,2,7.6,purchase
ZS47987,treatment,free,2025-02-09,2,41.75,purchase
ZU73915,treatment,free,2025-02-09,2,0,subscription
ZZ75402,treatment,free,2025-02-09,2,19.89,purchase
AA88293,control,free,2025-02-10,2,0,subscription
AD47512,treatment,free,2025-02-10,2,0,subscription
AI20729,control,free,2025-02-10,2,0,subscription
BP94050,treatment,free,2025-02-10,2,0,subscription
BU76277,control,free,2025-02-10,2,0,subscription
CD80237,control,free,2025-02-10,2,0,subscription
CL14017,treatment,free,2025-02-10,2,0,subscription
DO30378,treatment,free,2025-02-10,2,0,subscription
DQ64358,treatment,free,2025-02-10,2,4.75,purchase
EK96042,treatment,free,2025-02-10,2,0,subscription
EU10346,control,free,2025-02-10,2,0,subscription
EW53053,treatment,free,2025-02-10,2,0,subscription
FQ45719,control,free,2025-02-10,2,0,subscription
GL61704,control,free,2025-02-10,2,0,subscription
GN60522,treatment,free,2025-02-10,2,0,subscription
GO22646,treatment,pro,2025-02-10,2,14.99,subscription
GQ91292,control,free,2025-02-10,2,0,subscription
HC59381,treatment,free,2025-02-10,2,0,subscription
HI15715,treatment,free,2025-02-10,2,2.87,purchase
HQ66675,treatment,free,2025-02-10,2,1.45,purchase
HS33424,treatment,free,2025-02-10,2,0.05,purchase
HU65859,treatment,free,2025-02-10,2,7.09,purchase
HZ69577,treatment,free,2025-02-10,2,0,subscription
IA50015,control,free,2025-02-10,2,5.16,purchase
IM84195,treatment,free,2025-02-10,2,0,subscription
JT51637,control,free,2025-02-10,2,0,subscription
JV59850,treatment,free,2025-02-10,2,0,subscription
JZ19688,control,free,2025-02-10,2,0,subscription
KD51886,control,free,2025-02-10,2,0,subscription
KK64599,treatment,free,2025-02-10,2,0,subscription
KM67248,control,free,2025-02-10,2,0,subscription
LQ44749,treatment,free,2025-02-10,2,3.82,purchase
LV96327,treatment,free,2025-02-10,2,0,subscription
LW67212,treatment,free,2025-02-10,2,6.22,purchase
LX50572,control,free,2025-02-10,2,0,subscription
MO74197,control,free,2025-02-10,2,0,subscription
MP51998,control,free,2025-02-10,2,4.5,purchase
MR77959,treatment,free,2025-02-10,2,0,subscription
NL86402,control,free,2025-02-10,2,0,subscription
NO89914,control,free,2025-02-10,2,0,subscription
NS99565,control,free,2025-02-10,2,2.17,purchase
NZ57859,treatment,free,2025-02-10,2,4.97,purchase
OS31837,treatment,free,2025-02-10,2,33.87,purchase
PD83232,control,free,2025-02-10,2,0,subscription
PG58509,control,free,2025-02-10,2,8.32,purchase
PI71142,treatment,free,2025-02-10,2,0,subscription
PM91246,control,free,2025-02-10,2,26.84,purchase
PQ56897,control,free,2025-02-10,2,0,subscription
QJ49404,control,free,2025-02-10,2,0,subscription
QK32260,treatment,free,2025-02-10,2,0,subscription
QV58983,treatment,free,2025-02-10,2,0,subscription
QV85264,treatment,free,2025-02-10,2,9.05,purchase
QZ83739,control,free,2025-02-10,2,0,subscription
RC20893,control,free,2025-02-10,2,20.67,purchase
RD34273,control,free,2025-02-10,2,4.38,purchase
RW22710,treatment,free,2025-02-10,2,2.51,purchase
SA80206,control,free,2025-02-10,2,0,subscription
SS28085,control,free,2025-02-10,2,12.06,purchase
UB23453,treatment,free,2025-02-10,2,0,subscription
UH50760,treatment,free,2025-02-10,2,0,subscription
UH91448,treatment,free,2025-02-10,2,0,subscription
UJ83855,treatment,free,2025-02-10,2,6.58,purchase
UN74509,control,free,2025-02-10,2,0,subscription
UU40449,control,free,2025-02-10,2,0,subscription
UV63974,control,free,2025-02-10,2,0,subscription
VW95034,control,free,2025-02-10,2,2.19,purchase
