"customer_id","plan","subscription_start_date","subscription_duration","subscription_end_date","subscription_fee","purchase_date","purchase_amount","total_revenue"
47485,"free",NA,0,NA,0,NA,0,0
63528,"paid",2022-11-13,11,2023-10-13,76.89,NA,0,76.89
14536,"free",NA,0,NA,0,NA,0,0
83069,"free",NA,0,NA,0,NA,0,0
51465,"free",NA,0,NA,0,NA,0,0
26503,"free",NA,0,NA,0,NA,0,0
88299,"free",NA,0,NA,0,NA,0,0
32953,"paid",2022-02-12,10,2022-12-12,69.9,NA,0,69.9
413,"free",NA,0,NA,0,NA,0,0
10762,"free",NA,0,NA,0,NA,0,0
48182,"free",NA,0,NA,0,NA,0,0
30571,"free",NA,0,NA,0,NA,0,0
42521,"free",NA,0,NA,0,NA,0,0
74522,"free",NA,0,NA,0,NA,0,0
14745,"free",NA,0,NA,0,NA,0,0
25946,"free",NA,0,NA,0,NA,0,0
80340,"paid",2022-03-04,12,2023-03-04,83.88,NA,0,83.88
43928,"free",NA,0,NA,0,NA,0,0
6601,"free",NA,0,NA,0,NA,0,0
57701,"paid",2022-02-08,10,2022-12-08,69.9,NA,0,69.9
53518,"free",NA,0,NA,0,NA,0,0
72326,"free",NA,0,NA,0,NA,0,0
52353,"free",NA,0,NA,0,NA,0,0
66154,"free",NA,0,NA,0,NA,0,0
47802,"free",NA,0,NA,0,NA,0,0
31517,"paid",2022-08-18,1,2022-09-18,6.99,NA,0,6.99
66075,"free",NA,0,NA,0,NA,0,0
32263,"paid",2022-11-08,2,2023-01-08,13.98,NA,0,13.98
95989,"free",NA,0,NA,0,NA,0,0
69161,"free",NA,0,NA,0,NA,0,0
81118,"free",NA,0,NA,0,NA,0,0
56157,"free",NA,0,NA,0,NA,0,0
19392,"free",NA,0,NA,0,NA,0,0
46137,"free",NA,0,NA,0,NA,0,0
67747,"free",NA,0,NA,0,NA,0,0
2286,"free",NA,0,NA,0,NA,0,0
59970,"free",NA,0,NA,0,NA,0,0
84298,"free",NA,0,NA,0,NA,0,0
54661,"paid",2022-08-23,9,2023-05-23,62.91,2022-03-08,19.38,82.29
32281,"free",NA,0,NA,0,NA,0,0
64085,"free",NA,0,NA,0,NA,0,0
7826,"free",NA,0,NA,0,NA,0,0
80287,"free",NA,0,NA,0,NA,0,0
89799,"free",NA,0,NA,0,NA,0,0
25449,"free",NA,0,NA,0,NA,0,0
63405,"free",NA,0,NA,0,NA,0,0
76223,"free",NA,0,NA,0,NA,0,0
64616,"free",NA,0,NA,0,NA,0,0
27455,"free",NA,0,NA,0,NA,0,0
54740,"paid",2022-03-10,3,2022-06-10,20.97,NA,0,20.97
78173,"free",NA,0,NA,0,NA,0,0
20193,"free",NA,0,NA,0,NA,0,0
66701,"free",NA,0,NA,0,NA,0,0
97201,"free",NA,0,NA,0,NA,0,0
22467,"free",NA,0,NA,0,NA,0,0
95362,"paid",2022-08-31,8,2023-04-30,55.92,NA,0,55.92
63167,"paid",2022-01-10,7,2022-08-10,48.93,2022-08-29,32.21,81.14
79225,"free",NA,0,NA,0,NA,0,0
63658,"free",NA,0,NA,0,NA,0,0
49862,"free",NA,0,NA,0,NA,0,0
84032,"free",NA,0,NA,0,NA,0,0
79331,"free",NA,0,NA,0,NA,0,0
84955,"free",NA,0,NA,0,NA,0,0
51491,"paid",2022-11-12,6,2023-05-12,41.94,NA,0,41.94
15703,"paid",2022-01-05,10,2022-11-05,69.9,NA,0,69.9
6623,"free",NA,0,NA,0,NA,0,0
8983,"paid",2022-03-30,7,2022-10-30,48.93,NA,0,48.93
37769,"free",NA,0,NA,0,NA,0,0
29479,"free",NA,0,NA,0,NA,0,0
70943,"free",NA,0,NA,0,NA,0,0
98170,"free",NA,0,NA,0,NA,0,0
78121,"free",NA,0,NA,0,NA,0,0
86621,"paid",2022-03-04,1,2022-04-04,6.99,NA,0,6.99
1835,"paid",2022-01-13,3,2022-04-13,20.97,NA,0,20.97
42221,"paid",2022-06-15,6,2022-12-15,41.94,NA,0,41.94
21099,"paid",2022-03-19,3,2022-06-19,20.97,2022-04-09,2.35,23.32
41043,"free",NA,0,NA,0,NA,0,0
90978,"free",NA,0,NA,0,NA,0,0
56529,"free",NA,0,NA,0,NA,0,0
36940,"paid",2022-07-22,10,2023-05-22,69.9,NA,0,69.9
97455,"free",NA,0,NA,0,NA,0,0
76099,"paid",2022-10-23,9,2023-07-23,62.91,NA,0,62.91
38265,"paid",2022-05-07,5,2022-10-07,34.95,NA,0,34.95
76384,"free",NA,0,NA,0,NA,0,0
46438,"free",NA,0,NA,0,NA,0,0
75176,"free",NA,0,NA,0,NA,0,0
88461,"free",NA,0,NA,0,NA,0,0
69350,"free",NA,0,NA,0,NA,0,0
8176,"paid",2022-10-28,3,2023-01-28,20.97,NA,0,20.97
94119,"free",NA,0,NA,0,NA,0,0
76369,"free",NA,0,NA,0,NA,0,0
17746,"free",NA,0,NA,0,NA,0,0
53873,"free",NA,0,NA,0,NA,0,0
29133,"paid",2022-05-10,7,2022-12-10,48.93,NA,0,48.93
31,"free",NA,0,NA,0,NA,0,0
7588,"free",NA,0,NA,0,NA,0,0
4620,"free",NA,0,NA,0,NA,0,0
45980,"free",NA,0,NA,0,NA,0,0
68783,"paid",2022-05-25,11,2023-04-25,76.89,NA,0,76.89
51573,"free",NA,0,NA,0,NA,0,0
89552,"paid",2022-06-20,9,2023-03-20,62.91,NA,0,62.91
70778,"free",NA,0,NA,0,NA,0,0
11667,"free",NA,0,NA,0,NA,0,0
33027,"paid",2022-08-25,9,2023-05-25,62.91,2022-10-02,25.82,88.73
87905,"free",NA,0,NA,0,NA,0,0
70945,"free",NA,0,NA,0,NA,0,0
91467,"free",NA,0,NA,0,NA,0,0
76792,"free",NA,0,NA,0,NA,0,0
89436,"free",NA,0,NA,0,NA,0,0
2450,"paid",2022-11-24,2,2023-01-24,13.98,NA,0,13.98
44500,"free",NA,0,NA,0,NA,0,0
1673,"free",NA,0,NA,0,NA,0,0
19851,"paid",2022-08-13,2,2022-10-13,13.98,NA,0,13.98
48434,"free",NA,0,NA,0,NA,0,0
83529,"free",NA,0,NA,0,NA,0,0
6007,"free",NA,0,NA,0,NA,0,0
83680,"free",NA,0,NA,0,NA,0,0
55992,"paid",2022-03-11,3,2022-06-11,20.97,NA,0,20.97
90779,"free",NA,0,NA,0,NA,0,0
78967,"free",NA,0,NA,0,NA,0,0
66596,"free",NA,0,NA,0,NA,0,0
60906,"free",NA,0,NA,0,NA,0,0
78715,"paid",2022-08-05,3,2022-11-05,20.97,NA,0,20.97
93289,"free",NA,0,NA,0,NA,0,0
46468,"free",NA,0,NA,0,NA,0,0
1204,"free",NA,0,NA,0,NA,0,0
97653,"free",NA,0,NA,0,NA,0,0
53272,"free",NA,0,NA,0,NA,0,0
24111,"free",NA,0,NA,0,NA,0,0
75455,"paid",2022-01-22,9,2022-10-22,62.91,NA,0,62.91
43694,"free",NA,0,NA,0,NA,0,0
3984,"paid",2022-01-07,10,2022-11-07,69.9,NA,0,69.9
7880,"free",NA,0,NA,0,NA,0,0
57722,"free",NA,0,NA,0,NA,0,0
22119,"free",NA,0,NA,0,NA,0,0
67632,"free",NA,0,NA,0,NA,0,0
86409,"paid",2022-06-23,1,2022-07-23,6.99,NA,0,6.99
52523,"free",NA,0,NA,0,NA,0,0
53918,"free",NA,0,NA,0,NA,0,0
24522,"free",NA,0,NA,0,NA,0,0
6333,"free",NA,0,NA,0,NA,0,0
68430,"free",NA,0,NA,0,NA,0,0
90232,"paid",2022-02-17,12,2023-02-17,83.88,NA,0,83.88
89419,"free",NA,0,NA,0,NA,0,0
55737,"free",NA,0,NA,0,NA,0,0
19955,"free",NA,0,NA,0,NA,0,0
55368,"free",NA,0,NA,0,NA,0,0
47818,"free",NA,0,NA,0,NA,0,0
14417,"free",NA,0,NA,0,NA,0,0
49286,"free",NA,0,NA,0,NA,0,0
92916,"free",NA,0,NA,0,NA,0,0
25244,"free",NA,0,NA,0,NA,0,0
5596,"free",NA,0,NA,0,NA,0,0
40276,"paid",2022-09-08,7,2023-04-08,48.93,NA,0,48.93
60101,"free",NA,0,NA,0,NA,0,0
37167,"free",NA,0,NA,0,NA,0,0
69232,"free",NA,0,NA,0,NA,0,0
22974,"free",NA,0,NA,0,NA,0,0
52851,"free",NA,0,NA,0,NA,0,0
4913,"free",NA,0,NA,0,NA,0,0
10301,"paid",2022-10-25,8,2023-06-25,55.92,NA,0,55.92
76908,"free",NA,0,NA,0,NA,0,0
99701,"free",NA,0,NA,0,NA,0,0
18547,"free",NA,0,NA,0,NA,0,0
78774,"free",NA,0,NA,0,NA,0,0
29370,"paid",2022-10-10,10,2023-08-10,69.9,NA,0,69.9
46843,"free",NA,0,NA,0,NA,0,0
58102,"free",NA,0,NA,0,NA,0,0
36086,"free",NA,0,NA,0,NA,0,0
76723,"free",NA,0,NA,0,NA,0,0
82171,"paid",2022-01-30,2,2022-03-30,13.98,NA,0,13.98
9182,"free",NA,0,NA,0,NA,0,0
71848,"free",NA,0,NA,0,NA,0,0
88852,"free",NA,0,NA,0,NA,0,0
82585,"free",NA,0,NA,0,NA,0,0
56519,"free",NA,0,NA,0,NA,0,0
24671,"free",NA,0,NA,0,NA,0,0
93648,"free",NA,0,NA,0,NA,0,0
34134,"paid",2022-08-01,11,2023-07-01,76.89,NA,0,76.89
47800,"free",NA,0,NA,0,NA,0,0
25196,"free",NA,0,NA,0,NA,0,0
65778,"free",NA,0,NA,0,NA,0,0
7071,"paid",2022-04-26,10,2023-02-26,69.9,NA,0,69.9
40160,"free",NA,0,NA,0,NA,0,0
1498,"free",NA,0,NA,0,NA,0,0
57337,"free",NA,0,NA,0,NA,0,0
60587,"free",NA,0,NA,0,NA,0,0
20698,"paid",2022-10-26,9,2023-07-26,62.91,NA,0,62.91
65615,"free",NA,0,NA,0,NA,0,0
9723,"free",NA,0,NA,0,NA,0,0
34599,"paid",2022-02-03,10,2022-12-03,69.9,NA,0,69.9
4518,"free",NA,0,NA,0,NA,0,0
62170,"free",NA,0,NA,0,NA,0,0
81882,"free",NA,0,NA,0,NA,0,0
4695,"free",NA,0,NA,0,NA,0,0
32102,"free",NA,0,NA,0,NA,0,0
78889,"paid",2022-06-17,10,2023-04-17,69.9,NA,0,69.9
81025,"free",NA,0,NA,0,NA,0,0
97142,"free",NA,0,NA,0,NA,0,0
74984,"free",NA,0,NA,0,NA,0,0
92556,"free",NA,0,NA,0,NA,0,0
53289,"free",NA,0,NA,0,NA,0,0
16436,"free",NA,0,NA,0,NA,0,0
26691,"free",NA,0,NA,0,NA,0,0
53705,"free",NA,0,NA,0,NA,0,0
42887,"free",NA,0,NA,0,NA,0,0
30237,"paid",2022-03-28,12,2023-03-28,83.88,NA,0,83.88
66766,"free",NA,0,NA,0,NA,0,0
35556,"free",NA,0,NA,0,NA,0,0
32076,"paid",2022-08-01,9,2023-05-01,62.91,2022-09-05,13.38,76.29
26715,"free",NA,0,NA,0,NA,0,0
18388,"paid",2022-05-10,3,2022-08-10,20.97,NA,0,20.97
82526,"free",NA,0,NA,0,NA,0,0
23977,"free",NA,0,NA,0,NA,0,0
68616,"paid",2022-06-08,3,2022-09-08,20.97,NA,0,20.97
63481,"free",NA,0,NA,0,NA,0,0
31315,"free",NA,0,NA,0,NA,0,0
43755,"paid",2022-08-24,3,2022-11-24,20.97,2022-06-04,27.59,48.56
45555,"free",NA,0,NA,0,NA,0,0
57943,"free",NA,0,NA,0,NA,0,0
74659,"free",NA,0,NA,0,NA,0,0
73799,"paid",2022-08-02,12,2023-08-02,83.88,NA,0,83.88
20400,"paid",2022-02-06,10,2022-12-06,69.9,2022-12-20,47.58,117.48
4972,"free",NA,0,NA,0,NA,0,0
69045,"free",NA,0,NA,0,NA,0,0
37492,"free",NA,0,NA,0,NA,0,0
6373,"free",NA,0,NA,0,NA,0,0
73396,"free",NA,0,NA,0,NA,0,0
82756,"free",NA,0,NA,0,NA,0,0
602,"free",NA,0,NA,0,NA,0,0
74059,"free",NA,0,NA,0,NA,0,0
47606,"free",NA,0,NA,0,NA,0,0
28577,"free",NA,0,NA,0,NA,0,0
7877,"free",NA,0,NA,0,NA,0,0
58263,"paid",2022-05-04,11,2023-04-04,76.89,2022-11-30,37.36,114.25
2777,"free",NA,0,NA,0,NA,0,0
30712,"free",NA,0,NA,0,NA,0,0
17749,"paid",2022-10-11,3,2023-01-11,20.97,NA,0,20.97
7488,"free",NA,0,NA,0,NA,0,0
76662,"free",NA,0,NA,0,NA,0,0
45430,"paid",2022-12-28,1,2023-01-28,6.99,NA,0,6.99
9739,"free",NA,0,NA,0,NA,0,0
61775,"free",NA,0,NA,0,NA,0,0
19512,"free",NA,0,NA,0,NA,0,0
80143,"free",NA,0,NA,0,NA,0,0
49588,"free",NA,0,NA,0,NA,0,0
49753,"free",NA,0,NA,0,NA,0,0
90499,"free",NA,0,NA,0,NA,0,0
52292,"free",NA,0,NA,0,NA,0,0
38245,"paid",2022-08-07,2,2022-10-07,13.98,NA,0,13.98
99046,"free",NA,0,NA,0,NA,0,0
4682,"free",NA,0,NA,0,NA,0,0
68957,"free",NA,0,NA,0,NA,0,0
37765,"free",NA,0,NA,0,NA,0,0
34827,"free",NA,0,NA,0,NA,0,0
86479,"paid",2022-06-19,4,2022-10-19,27.96,NA,0,27.96
2748,"free",NA,0,NA,0,NA,0,0
56138,"paid",2022-08-13,10,2023-06-13,69.9,NA,0,69.9
44859,"free",NA,0,NA,0,NA,0,0
51442,"free",NA,0,NA,0,NA,0,0
78912,"free",NA,0,NA,0,NA,0,0
75936,"free",NA,0,NA,0,NA,0,0
57223,"free",NA,0,NA,0,NA,0,0
67089,"free",NA,0,NA,0,NA,0,0
97664,"free",NA,0,NA,0,NA,0,0
27365,"free",NA,0,NA,0,NA,0,0
76141,"free",NA,0,NA,0,NA,0,0
87938,"free",NA,0,NA,0,NA,0,0
19927,"free",NA,0,NA,0,NA,0,0
10216,"free",NA,0,NA,0,NA,0,0
2882,"free",NA,0,NA,0,NA,0,0
4015,"paid",2022-04-04,5,2022-09-04,34.95,NA,0,34.95
27913,"free",NA,0,NA,0,NA,0,0
29465,"free",NA,0,NA,0,NA,0,0
9174,"free",NA,0,NA,0,NA,0,0
7657,"free",NA,0,NA,0,NA,0,0
31351,"free",NA,0,NA,0,NA,0,0
68553,"free",NA,0,NA,0,NA,0,0
83192,"free",NA,0,NA,0,NA,0,0
42155,"free",NA,0,NA,0,NA,0,0
65995,"free",NA,0,NA,0,NA,0,0
92999,"free",NA,0,NA,0,NA,0,0
10044,"free",NA,0,NA,0,NA,0,0
93926,"paid",2022-08-03,1,2022-09-03,6.99,NA,0,6.99
14666,"free",NA,0,NA,0,NA,0,0
26226,"free",NA,0,NA,0,NA,0,0
54371,"free",NA,0,NA,0,NA,0,0
91194,"paid",2022-06-19,2,2022-08-19,13.98,NA,0,13.98
72668,"free",NA,0,NA,0,NA,0,0
38920,"paid",2022-11-24,10,2023-09-24,69.9,NA,0,69.9
96855,"free",NA,0,NA,0,NA,0,0
19360,"free",NA,0,NA,0,NA,0,0
94407,"free",NA,0,NA,0,NA,0,0
22344,"free",NA,0,NA,0,NA,0,0
98763,"free",NA,0,NA,0,NA,0,0
42039,"free",NA,0,NA,0,NA,0,0
83836,"free",NA,0,NA,0,NA,0,0
51953,"free",NA,0,NA,0,NA,0,0
91407,"paid",2022-09-08,1,2022-10-08,6.99,NA,0,6.99
86414,"free",NA,0,NA,0,NA,0,0
95387,"free",NA,0,NA,0,NA,0,0
36385,"free",NA,0,NA,0,NA,0,0
74075,"free",NA,0,NA,0,NA,0,0
36671,"free",NA,0,NA,0,NA,0,0
29343,"paid",2022-02-13,11,2023-01-13,76.89,NA,0,76.89
47159,"free",NA,0,NA,0,NA,0,0
34162,"free",NA,0,NA,0,NA,0,0
70508,"free",NA,0,NA,0,NA,0,0
66396,"paid",2022-01-08,6,2022-07-08,41.94,NA,0,41.94
65053,"free",NA,0,NA,0,NA,0,0
83653,"paid",2022-06-19,2,2022-08-19,13.98,NA,0,13.98
81490,"paid",2022-08-30,4,2022-12-30,27.96,NA,0,27.96
76877,"free",NA,0,NA,0,NA,0,0
24243,"free",NA,0,NA,0,NA,0,0
74441,"free",NA,0,NA,0,NA,0,0
36829,"free",NA,0,NA,0,NA,0,0
41218,"free",NA,0,NA,0,NA,0,0
67499,"paid",2022-11-22,2,2023-01-22,13.98,NA,0,13.98
23294,"free",NA,0,NA,0,NA,0,0
76805,"free",NA,0,NA,0,NA,0,0
27103,"free",NA,0,NA,0,NA,0,0
83355,"paid",2022-09-23,2,2022-11-23,13.98,NA,0,13.98
1923,"free",NA,0,NA,0,NA,0,0
31466,"free",NA,0,NA,0,NA,0,0
5178,"free",NA,0,NA,0,NA,0,0
8482,"free",NA,0,NA,0,NA,0,0
49618,"free",NA,0,NA,0,NA,0,0
78638,"free",NA,0,NA,0,NA,0,0
47695,"free",NA,0,NA,0,NA,0,0
48775,"free",NA,0,NA,0,NA,0,0
61449,"free",NA,0,NA,0,NA,0,0
43289,"paid",2022-08-03,9,2023-05-03,62.91,NA,0,62.91
91176,"free",NA,0,NA,0,NA,0,0
81547,"free",NA,0,NA,0,NA,0,0
12636,"paid",2022-07-25,9,2023-04-25,62.91,NA,0,62.91
20547,"free",NA,0,NA,0,NA,0,0
69340,"free",NA,0,NA,0,NA,0,0
37247,"free",NA,0,NA,0,NA,0,0
37015,"free",NA,0,NA,0,NA,0,0
53719,"free",NA,0,NA,0,NA,0,0
37208,"free",NA,0,NA,0,NA,0,0
18876,"free",NA,0,NA,0,NA,0,0
17017,"free",NA,0,NA,0,NA,0,0
26566,"free",NA,0,NA,0,NA,0,0
62506,"free",NA,0,NA,0,NA,0,0
92120,"free",NA,0,NA,0,NA,0,0
74640,"free",NA,0,NA,0,NA,0,0
39264,"free",NA,0,NA,0,NA,0,0
60225,"free",NA,0,NA,0,NA,0,0
89914,"free",NA,0,NA,0,NA,0,0
99790,"free",NA,0,NA,0,NA,0,0
13763,"free",NA,0,NA,0,NA,0,0
79126,"free",NA,0,NA,0,NA,0,0
15828,"paid",2022-02-10,1,2022-03-10,6.99,NA,0,6.99
4750,"free",NA,0,NA,0,NA,0,0
18807,"free",NA,0,NA,0,NA,0,0
91870,"paid",2022-11-03,9,2023-08-03,62.91,NA,0,62.91
91570,"paid",2022-01-26,5,2022-06-26,34.95,NA,0,34.95
41609,"free",NA,0,NA,0,NA,0,0
13797,"free",NA,0,NA,0,NA,0,0
56767,"free",NA,0,NA,0,NA,0,0
8848,"free",NA,0,NA,0,NA,0,0
38947,"free",NA,0,NA,0,NA,0,0
50212,"free",NA,0,NA,0,NA,0,0
12791,"free",NA,0,NA,0,NA,0,0
7196,"free",NA,0,NA,0,NA,0,0
25245,"free",NA,0,NA,0,NA,0,0
58156,"paid",2022-03-12,9,2022-12-12,62.91,NA,0,62.91
64797,"free",NA,0,NA,0,NA,0,0
75869,"free",NA,0,NA,0,NA,0,0
35533,"paid",2022-09-25,9,2023-06-25,62.91,NA,0,62.91
65463,"paid",2022-06-13,10,2023-04-13,69.9,NA,0,69.9
98821,"paid",2022-05-03,7,2022-12-03,48.93,NA,0,48.93
52572,"free",NA,0,NA,0,NA,0,0
2647,"paid",2022-02-25,6,2022-08-25,41.94,NA,0,41.94
80352,"free",NA,0,NA,0,NA,0,0
34796,"paid",2022-02-28,11,2023-01-28,76.89,NA,0,76.89
83727,"free",NA,0,NA,0,NA,0,0
38582,"free",NA,0,NA,0,NA,0,0
68362,"free",NA,0,NA,0,NA,0,0
85929,"paid",2022-07-28,11,2023-06-28,76.89,NA,0,76.89
21086,"free",NA,0,NA,0,NA,0,0
94388,"paid",2022-02-08,4,2022-06-08,27.96,NA,0,27.96
18304,"paid",2022-05-09,5,2022-10-09,34.95,NA,0,34.95
2761,"free",NA,0,NA,0,NA,0,0
47651,"free",NA,0,NA,0,NA,0,0
99007,"paid",2022-07-01,3,2022-10-01,20.97,NA,0,20.97
76,"free",NA,0,NA,0,NA,0,0
56753,"paid",2022-09-26,11,2023-08-26,76.89,2022-08-02,16.45,93.34
16029,"free",NA,0,NA,0,NA,0,0
37853,"free",NA,0,NA,0,NA,0,0
40302,"free",NA,0,NA,0,NA,0,0
75133,"free",NA,0,NA,0,NA,0,0
4297,"free",NA,0,NA,0,NA,0,0
61429,"free",NA,0,NA,0,NA,0,0
63754,"free",NA,0,NA,0,NA,0,0
47529,"free",NA,0,NA,0,NA,0,0
37106,"free",NA,0,NA,0,NA,0,0
40838,"paid",2022-12-26,7,2023-07-26,48.93,NA,0,48.93
91239,"free",NA,0,NA,0,NA,0,0
55888,"free",NA,0,NA,0,NA,0,0
83618,"free",NA,0,NA,0,NA,0,0
99285,"paid",2022-03-26,2,2022-05-26,13.98,NA,0,13.98
34490,"free",NA,0,NA,0,NA,0,0
55582,"free",NA,0,NA,0,NA,0,0
19879,"free",NA,0,NA,0,NA,0,0
37294,"free",NA,0,NA,0,NA,0,0
31859,"free",NA,0,NA,0,NA,0,0
74482,"free",NA,0,NA,0,NA,0,0
6529,"free",NA,0,NA,0,NA,0,0
89521,"free",NA,0,NA,0,NA,0,0
15524,"paid",2022-07-10,11,2023-06-10,76.89,NA,0,76.89
7053,"free",NA,0,NA,0,NA,0,0
82255,"free",NA,0,NA,0,NA,0,0
2222,"free",NA,0,NA,0,NA,0,0
87671,"free",NA,0,NA,0,NA,0,0
88940,"free",NA,0,NA,0,NA,0,0
90727,"paid",2022-09-10,5,2023-02-10,34.95,NA,0,34.95
97700,"free",NA,0,NA,0,NA,0,0
20995,"free",NA,0,NA,0,NA,0,0
40459,"free",NA,0,NA,0,NA,0,0
11166,"paid",2022-11-17,12,2023-11-17,83.88,NA,0,83.88
35046,"free",NA,0,NA,0,NA,0,0
95455,"paid",2022-12-20,10,2023-10-20,69.9,2022-03-09,36.28,106.18
16322,"paid",2022-09-28,10,2023-07-28,69.9,2022-02-24,12.21,82.11
42611,"free",NA,0,NA,0,NA,0,0
39155,"free",NA,0,NA,0,NA,0,0
65854,"free",NA,0,NA,0,NA,0,0
1627,"free",NA,0,NA,0,NA,0,0
96703,"free",NA,0,NA,0,NA,0,0
53391,"free",NA,0,NA,0,NA,0,0
32035,"free",NA,0,NA,0,NA,0,0
75938,"free",NA,0,NA,0,NA,0,0
28613,"free",NA,0,NA,0,NA,0,0
19586,"free",NA,0,NA,0,NA,0,0
11735,"free",NA,0,NA,0,NA,0,0
77589,"free",NA,0,NA,0,NA,0,0
53971,"free",NA,0,NA,0,NA,0,0
40133,"free",NA,0,NA,0,NA,0,0
23248,"free",NA,0,NA,0,NA,0,0
4968,"free",NA,0,NA,0,NA,0,0
77872,"free",NA,0,NA,0,NA,0,0
56986,"free",NA,0,NA,0,NA,0,0
80931,"free",NA,0,NA,0,NA,0,0
44447,"free",NA,0,NA,0,NA,0,0
24728,"free",NA,0,NA,0,NA,0,0
52551,"free",NA,0,NA,0,NA,0,0
30541,"free",NA,0,NA,0,NA,0,0
